,Template,edit_site,change_H,change_C,change_S,Frequency
6506,[N:3]=[C:2](-[N:4])-[N:1]>>[N:1].C-c1:c:c(-C):n(-[C:2](-[N:3])=[N:4]):n:1_101-1_0000_0000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: 1, 4: -1}","{1: 0, 2: 0, 3: 0, 4: 0}","{1: 0, 2: 0, 3: 0, 4: 0}",2
6507,[O:1]=[C:2]-[N:3]>>C-C-C-[O:1].[C:2]#[N:3]_10-2_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 3: -2, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
6508,[S:1]-[O:2]>>Cl-[S:1]=[O:2]_0-1_00_00,"{'A': [1], 'B': [], 'C': [], 'R': []}","{1: 0, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",14
6509,[n:1]-[C:3]=[O:2]>>[n:1].Cl-C(=O)-[O:2]-[C:3](-Cl)-Cl_100_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 1, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
6510,[N:2]-[C:4](-[O:1])=[O:3]>>[O:1].[N:2].C1-C-[O:3]-[C:4]-C-O-1_0102_-1000_0000,"{'A': [3], 'B': [(2, 4), (1, 4)], 'C': [], 'R': []}","{2: 1, 4: 2, 1: 0, 3: 0}","{2: 0, 4: 0, 1: -1, 3: 0}","{2: 0, 4: 0, 1: 0, 3: 0}",1
6511,[N:2]-[S:3]-[O:1]>>[O:1].[N:2].N-[S:3]-N_110_000_000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{2: 1, 1: 1, 3: 0}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",1
6512,[C:1]-[N:2]>>Cl-[C:1].O=C(-[N:2])-O-c1:c:c:c:c:c:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",4
6513,[C:1]=[C:2]>>[C:1].Cl-[C:2]-O-C-c1:c:c:c:c:c:1_20_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 2, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
6514,[N:1]-[C:4]-[C:3]#[C:2]>>[N:1].N-[C:2]-[C:3]#[C:4]_110-1_0000_0000,"{'A': [2], 'B': [(1, 4)], 'C': [], 'R': []}","{1: 1, 4: -1, 3: 0, 2: 1}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",2
6515,[C:1]=[O:2]>>C=[C:1].Cl-[Cr](=O)(-[O-])=[O:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
6516,[n:2]:[c:1]-[Cl:3]>>O=[c:1]:[n:2].Cl-C(=O)-C(=O)-[Cl:3]_010_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 3: 0, 2: 1}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",8
6517,[C:4]-[C:2]-[C:3]-[O:1]>>[O:1].[C:2]-[C:3]-O-[C:4]_1100_0000_0000,"{'A': [], 'B': [(1, 3), (2, 4)], 'C': [], 'R': []}","{3: 0, 2: 1, 4: 0, 1: 1}","{3: 0, 2: 0, 4: 0, 1: 0}","{3: 0, 2: 0, 4: 0, 1: 0}",1
6518,[O:2]-[C:1]=[O:3]>>[C:1]=[O:2].N-S(=O)(=O)-[O:3]_1-11_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 1, 2: -1, 3: 1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
6519,[C:1]-[C:2]-[O:3]>>[C:1]=[C:2].C-S(=O)(=O)-[O:3]_-100_000_000,"{'A': [], 'B': [(2, 3)], 'C': [], 'R': []}","{2: 0, 1: -1, 3: 0}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",2
6520,[O:1]-[S:2]>>[O:1].Cl-[S:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",3
6521,[C:1]-[S:2]>>[C:1].[S:2]_11_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 1}","{1: 0, 2: 0}","{1: 0, 2: 0}",10
6522,[C:1]-[N:2]>>[C:1]-[O-].C-C(-C)(-C)-N-c1:n:c(-c2:c:c:c:c(-O):c:2):n:c(-C(=O)-[O-]):c:1-[N:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
6523,[C:1]-[S:2]>>Br-[C:1].C-C(-C)-C-S-[S:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
6524,[N:3].[O:2]-[C:1]-[c:4]>>[O-]-[C:1]-[O:2].O=C(-[N:3])-[c:4]_0-1-10_0-100_0000,"{'A': [3], 'B': [(1, 4)], 'C': [], 'R': []}","{1: 0, 2: -1, 4: 0, 3: -1}","{1: 0, 2: -1, 4: 0, 3: 0}","{1: 0, 2: 0, 4: 0, 3: 0}",2
6525,[C:1]>>O=S(=O)(-[C:1])-c1:c:c:c:c:c:1_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},13
6526,[C:1]=[O:2]>>[C:1].O=C1-C-C(-c2:c:c:c:c:c:2)-O-c2:c:c:c(-[O:2]):c:c:2-1_21_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 2, 2: 1}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
6527,[C:2]-[O:4]-[C:3]-[O:1]>>[O:1].Cl-[C:2].[C:3]=[O:4]_1000_0000_0000,"{'A': [], 'B': [(2, 4), (1, 3)], 'C': [], 'R': []}","{2: 0, 1: 1, 3: 0, 4: 0}","{2: 0, 1: 0, 3: 0, 4: 0}","{2: 0, 1: 0, 3: 0, 4: 0}",9
6528,[N:1]-[C:2]>>[N:1].O=[C:2]_0-1_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: -1, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",4
6529,[C:1]-[C:2]-[C:3]>>[C:1]=[C:2].[C:3]-c1:c:c:c:c:c:1_-100_000_000,"{'A': [], 'B': [(2, 3)], 'C': [], 'R': []}","{2: 0, 1: -1, 3: 0}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",2
6530,[n:1].[n:2]>>[n:1].N#C-C-C-[n:2]_-10_00_00,"{'A': [2], 'B': [], 'C': [], 'R': [1, 1]}","{1: -1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",3
6531,[N:1]>>C-C-O-P(=O)(-[N:1])-O-C-C_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},4
6532,[C:1]=[O:2]>>N=[C:1].O-C(=O)-[O:2]_00_0-1_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: -1}","{1: 0, 2: 0}",3
6533,[C:1]-[S:2]>>[C:1].C-S-[S:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",9
6534,[N:1].[O:2]>>C-C1(-C)-O-C-C(-C(-[N:1])-[O:2])-O-1_-1-1_00_00,"{'A': [2, 1], 'B': [], 'C': [], 'R': []}","{2: -1, 1: -1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
6535,[C:3]-[N:2]-[C:4]-[O:1]>>[O:1].[N:2].Cl-[C:3].O=[C:4]_1200_0000_0000,"{'A': [], 'B': [(2, 4), (1, 4), (2, 3)], 'C': [], 'R': []}","{4: 0, 2: 2, 3: 0, 1: 1}","{4: 0, 2: 0, 3: 0, 1: 0}","{4: 0, 2: 0, 3: 0, 1: 0}",2
6536,[O:2]-[B:1](-[O:3])-[c:4]>>[B:1].[O:2].[O:3].Br-[c:4]_0110_0000_0000,"{'A': [], 'B': [(1, 4), (1, 3), (1, 2)], 'C': [], 'R': []}","{1: 0, 4: 0, 3: 1, 2: 1}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",1
6537,[O:1]-[C:2]-[N:3]-[C:4]=[O:5]>>[O:1].Cl-[C:2]-Cl.C-C-[O:3]-[C:4]=[N:5]_10-101_00000_00000,"{'A': [], 'B': [(1, 2), (2, 3)], 'C': [(4, 5), (5, 4)], 'R': []}","{1: 1, 4: 0, 5: 1, 3: -1, 2: 0}","{1: 0, 4: 0, 5: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 5: 0, 3: 0, 2: 0}",12
6538,[Cl:1]-[C:2]>>[Cl:1].I-[C:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",2
6539,[C:2]-[N:4]-[C:3]=[N:1]>>[N:1].N-[C:2].[C:3]#[N:4]_200-1_0000_0000,"{'A': [], 'B': [(1, 3), (2, 4)], 'C': [], 'R': []}","{3: 0, 1: 2, 2: 0, 4: -1}","{3: 0, 1: 0, 2: 0, 4: 0}","{3: 0, 1: 0, 2: 0, 4: 0}",20
6540,[Br:1]-[C:2]-[C:3]>>Br-[Br:1].[C:2]=[C:3]_00-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",1
6541,[C:1]-[C:2]>>[C:1].O=[C:2]-[O-]_1-2_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: -2}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
6542,[c:1]-[C:2]>>Br-[c:1].C=C-B1-O-B(-[C:2])-O-B(-C=C)-O-1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
6543,[C:1]-[O:2]>>[C:1].C-C(=[O:2])-O-C-C-C(-O)=O_1-1_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
6544,[N:1]-[C:2]>>[N:1].N#C-c1:c:c:c(-C-N-C2-C-N-C(-C(=O)-N3-C-C-C-C-3-[C:2]#N)-C-2):c:c:1_1-3_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: -3}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
6545,[N:1]-[C:3]-[N:2]>>[N:1].[N:2].Cl-[C:3]-C(-Cl)=O_110_000_000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{2: 1, 3: 0, 1: 1}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",8
6546,[C:1]-[C:2]>>[C:1].C-N(-C)-[C:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",5
6547,[O:2]-[C:3]=[O:1]>>[O:1].C-[O:2].S=[C:3]-N1-C-C-O-C-C-1_100_-100_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{1: 1, 3: 0, 2: 0}","{1: -1, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
6548,[c:1]-[C:2]>>Br-[c:1].C-c1:c:c(-[C:2]):c:c(-C):c:1-O_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
6549,[O:1].[O:2]>>[O:1]-C-[O:2]_-1-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: -1, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",14
6550,[C:1]=[O:2]>>[C:1].Cl-C(=[O:2])-c1:c:c:c:c:c:1_20_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 2, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
6551,[O:3]-[C:4].[I:1]-[C:2]>>[I:1].[C:2]-[O:3].[C:4]=[N+]=[N-]_100-1_0000_0000,"{'A': [], 'B': [(3, 4), (1, 2)], 'C': [], 'R': []}","{3: 0, 4: -1, 2: 0, 1: 1}","{3: 0, 4: 0, 2: 0, 1: 0}","{3: 0, 4: 0, 2: 0, 1: 0}",1
6552,[N:1]>>O=C1-C(-C-[N:1])-C-C-c2:[nH]:c3:c(:c:2-1)-C-C-C-3_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
6553,[N:2]-[C:1]=[S:3]>>[C:1]#[N:2].C-C-O-P(-[S-])(=[S:3])-O-C-C_0-20_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{1: 0, 2: -2, 3: 0}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",6
6554,[C:1]-[N:2]>>Br-[C:1].O=[N:2]-[O-]_0-1_01_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: -1, 1: 0}","{2: 1, 1: 0}","{2: 0, 1: 0}",9
6555,[c:1]-[C:3]=[C:2]>>[c:1].[C:2].C1-C-[C:3]-C-C-N-1_121_000_000,"{'A': [], 'B': [(1, 3), (2, 3)], 'C': [], 'R': []}","{1: 1, 3: 1, 2: 2}","{1: 0, 3: 0, 2: 0}","{1: 0, 3: 0, 2: 0}",1
6556,[c:1]-[C:2]>>Br-[c:1].C-C-[Zn]-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
6557,[O:1]=[c:2]:[n:3]>>C-C-[O:1].Cl-[c:2]:[n:3]_10-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{3: -1, 2: 0, 1: 1}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",3
6558,[N:2]-[C:1]-[N:3]>>[C:1]=[N:2].N#C-C-C-[N:3]_0-10_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 1: 0, 2: -1}","{3: 0, 1: 0, 2: 0}","{3: 0, 1: 0, 2: 0}",1
6559,[N:1]-[C:2]=[O:3]>>[N:1].O=[C:2]-[O:3]-S-c1:n:c2:c:c:c:c:c:2:s:1_100_000_000,"{'A': [3], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
6560,[O:1]-[C:2]>>[O:1].C-C(-O)-C-N(-C-C(-C)-O)-C-[C:2](-C)-O_1-2_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: -2, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
6561,[C:1]=[O:2]>>[C:1].O-C(=O)-C=C-C(-O)=[O:2]_20_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 2}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
6562,[c:1]-[O:2]>>C-C(=O)-[c:1].Cl-c1:c:c:c:c(-C(=O)-O-[O:2]):c:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",3
6563,[c:1]-[F:2]>>Cl-[c:1].[F:2]-c1:c:c:c(-C-O-C2-C-N(-C(-c3:c:c:c:c:c:3)-c3:c:c:c:c:c:3)-C-2):c:c:1_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
6564,[C:1]-[N:2]>>O-[C:1].C-C(-C)-C-C(-N-C(=O)-C(-C-c1:c:c:c:c:c:1)-N-C(=O)-O-C(-C)(-C)-C)-C(=O)-[N:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
6565,[N:2]-[C:3]-[O:1]>>[O:1].[N:2].C-O-[C:3]-O_110_000_000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{2: 1, 1: 1, 3: 0}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",2
6566,[P:1]>>C-C-O-[P:1]-O-C-C_-2_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -2},{1: 0},{1: 0},2
6567,[c:1]-[O:2]>>O=C1-C-C-C-C-C-1-[c:1].C-C-O-C(=[O:2])-C-C#N_0-1_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
6568,[C:1]-[N:2]-[N:3]>>[C:1].[N:2]=[N:3]_10-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",6
6569,[C:1]=[N:2]>>O=[C:1].C-C(=O)-[N:2]_01_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 1, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
6570,[n:1]-[C:2]>>[n:1].O=C1-C-C-C(=O)-N-1-O-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
6571,[C:1]=[C:2]-[C:3]>>C=C-[C:1].[C:2]=[C:3]_11-1_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 1, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",3
6572,[S:1]=[O:2]>>[S:1].C-N(-C)-C=[O:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",7
6573,[N:1]-[N:2]>>[N:1].O=[N:2](-[O-])-[O-]_1-2_01_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: -2}","{1: 0, 2: 1}","{1: 0, 2: 0}",4
6574,[O:1]-[C:2]>>[O:1].O=S(=O)(-O-[C:2])-c1:c:c:c:c:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",6
6575,[C:1]=[C:2]-[N:3]>>[C:1]-[C:2]=[N:3]_100_001_000,"{'A': [], 'B': [], 'C': [(3, 2), (2, 3), (2, 1), (1, 2)], 'R': []}","{3: 0, 2: 0, 1: 1}","{3: 1, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",1
6576,[C:1]-[S:2]>>Br-[C:1].N#C-[S:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",2
6577,[O:1]=[C:2]>>C-C(-C)-[O:1]-[C:2]=O_0-1_00_00,"{'A': [1, 2], 'B': [], 'C': [], 'R': []}","{1: 0, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",3
6578,[N:2]-[C:3]-[N:4]-[c:1]>>N-[c:1].N#[N:2].[C:3]=[N:4]_0-200_0000_0000,"{'A': [], 'B': [(1, 4), (2, 3)], 'C': [], 'R': []}","{1: 0, 4: 0, 3: 0, 2: -2}","{1: 0, 4: 0, 3: 0, 2: 0}","{1: 0, 4: 0, 3: 0, 2: 0}",1
6579,[O:1]=[C:2]-[O:3]>>Cl-C(-Cl)(-Cl)-C-[O:1]-[C:2]=[O:3]_00-1_000_000,"{'A': [1], 'B': [], 'C': [(2, 3), (3, 2)], 'R': []}","{1: 0, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",1
6580,[O:1].[O:2].[O:3]-[c:4]>>[O:1].[O:2].[O:3].F-[c:4]_-1-110_-1-100_0000,"{'A': [], 'B': [(3, 4)], 'C': [], 'R': [1, 2]}","{3: 1, 4: 0, 1: -1, 2: -1}","{3: 0, 4: 0, 1: -1, 2: -1}","{3: 0, 4: 0, 1: 0, 2: 0}",1
6581,[C:2]-[N:4]-[C:3]-[O:1]>>[O:1].Cl-[C:2].[C:3]=[N:4]_1000_0000_0000,"{'A': [], 'B': [(2, 4), (1, 3)], 'C': [], 'R': []}","{4: 0, 3: 0, 1: 1, 2: 0}","{4: 0, 3: 0, 1: 0, 2: 0}","{4: 0, 3: 0, 1: 0, 2: 0}",10
6582,[c:1]-[O:2]>>C-C(=O)-[c:1].O-S(=O)(=O)-[O:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",3
6583,[N:1]-[C:2]>>[N:1].[C:2]-S-c1:c:c:n:c:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
6584,[O:1]-[C:3]=[C:2]>>C-C(=O)-[O:1].C-O-[C:2]-[C:3]_002_000_000,"{'A': [2], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 2, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",1
6585,[S:1]-[C:2]>>[S:1].[C:2]-O-P(-O-c1:c:c:c:c:c:1)-O-c1:c:c:c:c:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",4
6586,[O:1]=[C:2]-[O:3]>>C-O-C-C-C-[O:1]-[C:2]=[O:3]_00-1_000_000,"{'A': [1], 'B': [], 'C': [(2, 3), (3, 2)], 'R': []}","{1: 0, 2: 0, 3: -1}","{1: 0, 2: 0, 3: 0}","{1: 0, 2: 0, 3: 0}",2
6587,[c:1]-[N:2]>>Cl-[c:1].C-C(=O)-[N:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 0, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",7
6588,[n:1]:[n:2]>>O=[N+](-[O-])-c1:c:c:c(-[n:1]:[n:2]):c(-[N+](=O)-[O-]):c:1_0-1_00_00,"{'A': [1], 'B': [], 'C': [], 'R': []}","{1: 0, 2: -1}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
6589,[P:1]-[C:2]>>[P:1].C-[N+](-C)(-C)-[C:2]_00_-10_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: -1}","{2: 0, 1: 0}",3
6590,[C:1]=[O:2]>>[C:1].O=S1(=[O:2])-C-C-C-C-1_20_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 2, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",1
6591,[C:1]-[C:5]-[N:3]-[C:4]-[C:2]>>[C:1].[C:2].[N:3].O=[C:4].O=[C:5]_11300_00100_00000,"{'A': [], 'B': [(2, 4), (3, 4), (1, 5), (3, 5)], 'C': [], 'R': []}","{4: 0, 2: 1, 1: 1, 5: 0, 3: 3}","{4: 0, 2: 0, 1: 0, 5: 0, 3: 1}","{4: 0, 2: 0, 1: 0, 5: 0, 3: 0}",1
6592,[Cl:1]-[C:2]=[O:3]>>Cl-C(-Cl)(-Cl)-[Cl:1].O=[C:2]-[O:3]_001_000_000,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{3: 1, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",2
6593,[n:1]>>C-c1:c(-Cl):c:c:c:c:1-S(=O)(=O)-[n:1]_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},2
6594,[O:1]-[C:2]>>C-[O:1].Br-[C:2]_00_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 0}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
6595,[c:1]-[C:2]>>[c:1].C-S(=O)-[C:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{1: 1, 2: 0}","{1: 0, 2: 0}","{1: 0, 2: 0}",2
6596,[c:2]-[C:3]=[C:1]>>[C:1].Br-[c:2].[C:3]-C-C-C-[Li]_202_000_000,"{'A': [], 'B': [(2, 3), (1, 3)], 'C': [], 'R': []}","{2: 0, 3: 2, 1: 2}","{2: 0, 3: 0, 1: 0}","{2: 0, 3: 0, 1: 0}",1
6597,[C:2]#[C:1]-[C:3]>>Br-[C:1](-Br)=[C:2].[C:3]-O-c1:c:c:c:c:c:1_010_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{2: 1, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",5
6598,[C:1]-[Cl:2]>>[C:1].Cl-P(-Cl)(-Cl)(-Cl)-[Cl:2]_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",4
6599,[O:1]>>C-C-C-C-[Si](-[O:1])(-C-C-C-C)-C-C-C-C_-1_0_0,"{'A': [1], 'B': [], 'C': [], 'R': []}",{1: -1},{1: 0},{1: 0},1
6600,[C:2]-[C:3]=[O:1]>>[O-]-[I+3](-[O-])(-[O-])-[O:1].[C:2]=[C:3]-C-C=C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1_0-10_-100_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 2: -1, 1: 0}","{3: 0, 2: 0, 1: -1}","{3: 0, 2: 0, 1: 0}",1
6601,[C:1]-[P:2]=[O:3]>>Cl-[C:1].Cl-[P:2].O-[O:3]_001_000_000,"{'A': [], 'B': [(1, 2), (2, 3)], 'C': [], 'R': []}","{2: 0, 1: 0, 3: 1}","{2: 0, 1: 0, 3: 0}","{2: 0, 1: 0, 3: 0}",1
6602,[C:2]-[C:3]-[O:1]>>C-C(-C)-[O:1].[C:2]=[C:3]_0-10_000_000,"{'A': [], 'B': [(1, 3)], 'C': [], 'R': []}","{3: 0, 2: -1, 1: 0}","{3: 0, 2: 0, 1: 0}","{3: 0, 2: 0, 1: 0}",3
6603,[N:1]-[S:2]>>[N:1].F-c1:c:c:c(-c2:c:n:c(-N3-C-C-N(-[S:2])-C-C-3):n:c:2):c:c:1_10_00_00,"{'A': [], 'B': [(1, 2)], 'C': [], 'R': []}","{2: 0, 1: 1}","{2: 0, 1: 0}","{2: 0, 1: 0}",1
