,Smiles_template,Smarts_template,edit_site,change_H
1257,C[SiH3]>>Cl-[Si;+0:1].[c;+0:2],[Si;+0:1]-[c;+0:2]>>Cl-[Si;+0:1].[c;+0:2],"[(2, 1)]","{2: 1, 1: 0}"
1258,CC>>F-[c;+0:1].[C;+0:2],[c;+0:1]-[C;+0:2]>>F-[c;+0:1].[C;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
1259,NC=O>>C-C-[O;+0:1]-[C;+0:2].[N;+0:3],[O;+0:1]=[C;+0:2]-[N;+0:3]>>C-C-[O;+0:1]-[C;+0:2].[N;+0:3],"[(2, 3)]","{3: 1, 2: 2, 1: 0}"
1260,O[CH]:[CH]CO>>C-C1(-C)-[O;+0:1]-[c;+0:2]:[c;+0:3]-[C;+0:4]-[O;+0:5]-1,[O;+0:1]-[c;+0:2]:[c;+0:3]-[C;+0:4]-[O;+0:5]>>C-C1(-C)-[O;+0:1]-[c;+0:2]:[c;+0:3]-[C;+0:4]-[O;+0:5]-1,"[5, 1]","{3: 0, 4: 0, 5: -1, 2: 0, 1: -1}"
1261,CNC>>Br-[C;+0:1].C-C-O-[C;+0:2].[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>Br-[C;+0:1].C-C-O-[C;+0:2].[N;+0:3],"[(2, 3), (1, 3)]","{2: 0, 1: 0, 3: 2}"
1262,P=S>>O=[P;+0:1].S=P12-S-P3(=S)-S-P(=S)(-S-1)-S-P(=[S;+0:2])(-S-2)-S-3,[P;+0:1]=[S;+0:2]>>O=[P;+0:1].S=P12-S-P3(=S)-S-P(=S)(-S-1)-S-P(=[S;+0:2])(-S-2)-S-3,"[(1, 2)]","{1: 0, 2: 0}"
1263,CC=O>>C-[Si](-C)(-C)-[O;+0:1]-[C;+0:2]=[C;+0:3],[C;+0:3]-[C;+0:2]=[O;+0:1]>>C-[Si](-C)(-C)-[O;+0:1]-[C;+0:2]=[C;+0:3],"[(2, 1)]","{1: 0, 2: 0, 3: -1}"
1264,CNC>>C-S(=O)(=O)-O-[C;+0:1].C-S(=O)(=O)-O-[C;+0:2].[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>C-S(=O)(=O)-O-[C;+0:1].C-S(=O)(=O)-O-[C;+0:2].[N;+0:3],"[(2, 3), (1, 3)]","{2: 0, 3: 2, 1: 0}"
1265,CCC>>I-[C;+0:1].[C;+0:2]=[C;+0:3],[C;+0:1]-[C;+0:3]-[C;+0:2]>>I-[C;+0:1].[C;+0:2]=[C;+0:3],"[(1, 3)]","{1: 0, 3: 0, 2: -1}"
1266,CS>>Br-[c;+0:1].C-S-[S;+0:2],[c;+0:1]-[S;+0:2]>>Br-[c;+0:1].C-S-[S;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
1267,CCC>>I-[c;+0:1].[C;+0:2]=[C;+0:3],[c;+0:1]-[C;+0:3]-[C;+0:2]>>I-[c;+0:1].[C;+0:2]=[C;+0:3],"[(1, 3)]","{2: -1, 3: 0, 1: 0}"
1268,[NH]:[C]=S>>Cl-[c;+0:1]:[n;+0:2].[S;+0:3],[n;+0:2]:[c;+0:1]=[S;+0:3]>>Cl-[c;+0:1]:[n;+0:2].[S;+0:3],"[(1, 3)]","{2: -1, 1: 0, 3: 2}"
1269,C=NO>>[C;+0:1].[O-]-[N;+0:2]=[O;+0:3],[C;+0:1]=[N;+0:2]-[O;+0:3]>>[C;+0:1].[O-]-[N;+0:2]=[O;+0:3],"[(1, 2)]","{1: 2, 2: 0, 3: -1}"
1270,CC#N>>Br-[c;+0:1].C-N(-C)-C-C-[N;+0:2](-C)-[C;+0:3],[N;+0:2]#[C;+0:3]-[c;+0:1]>>Br-[c;+0:1].C-N(-C)-C-C-[N;+0:2](-C)-[C;+0:3],"[(1, 3)]","{3: 3, 2: 0, 1: 0}"
1271,NCO>>Cl-[C;+0:1]-O-C(-Cl)(-Cl)-Cl.[N;+0:2].[O;+0:3],[N;+0:2]-[C;+0:1]-[O;+0:3]>>Cl-[C;+0:1]-O-C(-Cl)(-Cl)-Cl.[N;+0:2].[O;+0:3],"[(1, 2), (1, 3)]","{1: 0, 2: 1, 3: 1}"
1272,CCC>>O=C(-[C;+0:1])-[C;+0:2].O=[C;+0:3]-O-C-c1:c:c:c:c:c:1,[C;+0:1]-[C;+0:3]-[C;+0:2]>>O=C(-[C;+0:1])-[C;+0:2].O=[C;+0:3]-O-C-c1:c:c:c:c:c:1,"[(1, 3), (2, 3)]","{3: -1, 1: 0, 2: 0}"
1273,O=PO>>[O;+0:1].[O;-1:2]-[P;+0:3],[O;+0:1]-[P;+0:3]=[O;+0:2]>>[O;+0:1].[O;-1:2]-[P;+0:3],"[(1, 3)]","{3: 0, 2: 0, 1: 1}"
1274,O=S=O>>C-C-[O;+0:1]-C(-C)=O.[O;-1:2].[S;+0:3],[O;+0:2]=[S;+0:3]=[O;+0:1]>>C-C-[O;+0:1]-C(-C)=O.[O;-1:2].[S;+0:3],"[(2, 3), (1, 3)]","{3: 0, 2: 1, 1: 0}"
1275,C=C>>C-C-O-C(=O)-C=[C;+0:1].C=[C;+0:2],[C;+0:1]=[C;+0:2]>>C-C-O-C(=O)-C=[C;+0:1].C=[C;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
1276,OC[CH]:[CH]CO>>O=C1-O-C(=[O;+0:1])-c2:c:c:c3:c:c:c:c:c:3:c:2-1.[C;+0:2]1-[O;+0:3]-[C;+0:4]-[c;+0:5]:[c;+0:6]-1,[O;+0:3]-[C;+0:4]-[c;+0:5]:[c;+0:6]-[C;+0:2]-[O;+0:1]>>O=C1-O-C(=[O;+0:1])-c2:c:c:c3:c:c:c:c:c:3:c:2-1.[C;+0:2]1-[O;+0:3]-[C;+0:4]-[c;+0:5]:[c;+0:6]-1,"[3, (2, 1)]","{5: 0, 4: 0, 3: -1, 6: 0, 2: 0, 1: -1}"
1277,CNC>>C-C(=O)-[C;+0:1].O=C-[C;+0:2].[N;+0:3],[C;+0:2]-[N;+0:3]-[C;+0:1]>>C-C(=O)-[C;+0:1].O=C-[C;+0:2].[N;+0:3],"[(2, 3), (1, 3)]","{3: 2, 2: 0, 1: 0}"
1278,CC[GeH3]>>[C;+0:1]=[C;+0:2].[Ge;+0:3],[C;+0:1]-[C;+0:2]-[Ge;+0:3]>>[C;+0:1]=[C;+0:2].[Ge;+0:3],"[(2, 3)]","{3: 1, 2: 0, 1: -1}"
1279,C[SnH]>>Br-[C;+0:1].Cl-[Sn;+0:2],[C;+0:1]-[Sn;+0:2]>>Br-[C;+0:1].Cl-[Sn;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
1280,C=CC=C>>[C;+0:1]-[C;+0:2]=[C;+0:3]-[C;+0:4],[C;+0:1]=[C;+0:2]-[C;+0:3]=[C;+0:4]>>[C;+0:1]-[C;+0:2]=[C;+0:3]-[C;+0:4],"[(3, 4)]","{3: 0, 4: 1, 1: 1, 2: 0}"
1281,OCO>>O=[C;+0:1].[O;+0:2].[O;+0:3],[O;+0:2]-[C;+0:1]-[O;+0:3]>>O=[C;+0:1].[O;+0:2].[O;+0:3],"[(1, 2), (1, 3)]","{2: 1, 1: 0, 3: 1}"
1282,C=CO[SiH3]>>Cl-[Si;+0:1].[C;+0:2]-[C;+0:3]=[O;+0:4],[Si;+0:1]-[O;+0:4]-[C;+0:3]=[C;+0:2]>>Cl-[Si;+0:1].[C;+0:2]-[C;+0:3]=[O;+0:4],"[(4, 1)]","{2: 1, 3: 0, 4: 0, 1: 0}"
1283,CC#N>>C-[N;+0:1](-C)-[C;+0:2]=O.[c;+0:3],[N;+0:1]#[C;+0:2]-[c;+0:3]>>C-[N;+0:1](-C)-[C;+0:2]=O.[c;+0:3],"[(2, 3)]","{3: 1, 2: 1, 1: 0}"
1284,CO>>C-C-O-C(=O)-N=N-[C;+0:1](=O)-O-C-C.[O;+0:2],[C;+0:1]-[O;+0:2]>>C-C-O-C(=O)-N=N-[C;+0:1](=O)-O-C-C.[O;+0:2],"[(1, 2)]","{2: 1, 1: -3}"
1285,C=N>>[C;+0:1](-n1:c:c:n:c:1)-n1:c:c:n:c:1.[N;+0:2],[C;+0:1]=[N;+0:2]>>[C;+0:1](-n1:c:c:n:c:1)-n1:c:c:n:c:1.[N;+0:2],"[(1, 2)]","{2: 2, 1: 0}"
1286,CF>>Cl-c1:c:c(-[F;+0:1]):c:c(-c2:s:c(-C(-O)=O):c:c:2-c2:c:c:c(-F):c(-C#N):c:2):c:1.[c;+0:2],[F;+0:1]-[c;+0:2]>>Cl-c1:c:c(-[F;+0:1]):c:c(-c2:s:c(-C(-O)=O):c:c:2-c2:c:c:c(-F):c(-C#N):c:2):c:1.[c;+0:2],"[(2, 1)]","{2: 1, 1: 0}"
1287,CS[CH]:N:[NH]>>O-[C;+0:1].[S;+0:2]=[c;+0:3]:[n;+0:4]:[n;+0:5],[C;+0:1]-[S;+0:2]-[c;+0:3]:[n;+0:4]:[n;+0:5]>>O-[C;+0:1].[S;+0:2]=[c;+0:3]:[n;+0:4]:[n;+0:5],"[(1, 2)]","{4: 0, 5: 1, 3: 0, 2: 0, 1: 0}"
1288,[NH]:[CH]O>>O=[c;+0:1]:[n;+0:2].[O;+0:3],[n;+0:2]:[c;+0:1]-[O;+0:3]>>O=[c;+0:1]:[n;+0:2].[O;+0:3],"[(1, 3)]","{3: 1, 1: 0, 2: 1}"
1289,CN>>Cl-[C;+0:1].[N;-1:2],[C;+0:1]-[N;+0:2]>>Cl-[C;+0:1].[N;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
1290,CC>>Br-[c;+0:1].I-[C;+0:2],[c;+0:1]-[C;+0:2]>>Br-[c;+0:1].I-[C;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
1291,N[CH]:[CH]C(=O)O>>O=C1-[N;+0:1]-[c;+0:2]:[c;+0:3]-[C;+0:4]-1=[O;+0:5].[O;-1:6],[N;+0:1]-[c;+0:2]:[c;+0:3]-[C;+0:4](-[O;+0:5])=[O;+0:6]>>O=C1-[N;+0:1]-[c;+0:2]:[c;+0:3]-[C;+0:4]-1=[O;+0:5].[O;-1:6],"[1, (4, 6)]","{3: 0, 4: 0, 5: -1, 6: 1, 2: 0, 1: -1}"
1292,N>>C-[Si](-C)(-C)-C-C-S(=O)(=O)-[N;+0:1],[N;+0:1]>>C-[Si](-C)(-C)-C-C-S(=O)(=O)-[N;+0:1],[1],{1: -1}
1293,CC>>Br-[c;+0:1].C-O-[C;+0:2](-C)(-C)-C,[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-O-[C;+0:2](-C)(-C)-C,"[(1, 2)]","{1: 0, 2: -3}"
1294,O=CO>>[O;+0:1]=[C;+0:2]-[O;+0:3]-C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,[O;+0:3]=[C;+0:2]-[O;+0:1]>>[O;+0:1]=[C;+0:2]-[O;+0:3]-C(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,"[(2, 3)]","{3: 0, 2: 0, 1: -1}"
1295,CC#N>>C-C(-C)-[N;-1:1]-[C;+0:2](-C)-C.[C;+0:3],[C;+0:3]-[C;+0:2]#[N;+0:1]>>C-C(-C)-[N;-1:1]-[C;+0:2](-C)-C.[C;+0:3],"[(2, 3)]","{3: 1, 2: 1, 1: 0}"
1296,C=C>>C-C-N-[C;+0:1]-C.[C;+0:2],[C;+0:1]=[C;+0:2]>>C-C-N-[C;+0:1]-C.[C;+0:2],"[(1, 2)]","{2: 2, 1: 0}"
1297,OS>>O-[S;+0:1].[O;+0:2],[S;+0:1]-[O;+0:2]>>O-[S;+0:1].[O;+0:2],"[(2, 1)]","{2: 1, 1: 0}"
1298,N=C(N)N>>C-S-[C;+0:1](=N)-[N;+0:2].[N;+0:3].[N;+0:4],[N;+0:3]-[C;+0:1](=[N;+0:2])-[N;+0:4]>>C-S-[C;+0:1](=N)-[N;+0:2].[N;+0:3].[N;+0:4],"[(1, 4), (1, 3)]","{4: 1, 3: 1, 1: 0, 2: 1}"
1299,CCl>>Cl-C(-Cl)-[Cl;+0:1].[c;+0:2],[Cl;+0:1]-[c;+0:2]>>Cl-C(-Cl)-[Cl;+0:1].[c;+0:2],"[(2, 1)]","{2: 1, 1: 0}"
1300,CO>>O=[N+](-[O-])-[c;+0:1].[O;-1:2],[O;+0:2]-[c;+0:1]>>O=[N+](-[O-])-[c;+0:1].[O;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
1301,CNCCO>>C-O-[C;+0:1].[N;+0:2]-[C;+0:3]-[C;+0:4]-[O;-1:5],[C;+0:1]-[N;+0:2]-[C;+0:3]-[C;+0:4]-[O;+0:5]>>C-O-[C;+0:1].[N;+0:2]-[C;+0:3]-[C;+0:4]-[O;-1:5],"[(1, 2)]","{1: 0, 2: 1, 3: 0, 4: 0, 5: -1}"
1302,O=COCCO>>[C;+0:1]1-[C;+0:2]-[O;+0:3]-1.[O;+0:4]-[C;+0:5]=[O;+0:6],[O;+0:3]-[C;+0:1]-[C;+0:2]-[O;+0:6]-[C;+0:5]=[O;+0:4]>>[C;+0:1]1-[C;+0:2]-[O;+0:3]-1.[O;+0:4]-[C;+0:5]=[O;+0:6],"[3, (2, 6)]","{1: 0, 2: 0, 6: 0, 5: 0, 4: 1, 3: -1}"
1303,C[SnH]>>Cl-[Sn;+0:1].I-[c;+0:2],[Sn;+0:1]-[c;+0:2]>>Cl-[Sn;+0:1].I-[c;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
1304,CC=O>>C-C(=O)-[O;+0:1].Cl-[C;+0:2]=[C;+0:3],[C;+0:3]-[C;+0:2]=[O;+0:1]>>C-C(=O)-[O;+0:1].Cl-[C;+0:2]=[C;+0:3],"[(2, 1)]","{2: 0, 1: 1, 3: -1}"
1305,[N;+0:1]-[C;+0:7]-[C;+0:6]-[C;+0:5]-[n;+0:4]:[c;+0:3](=[O;+0:8]):[n;+0:2]>>[N;+0:1].[n;+0:2]:[c;+0:3]1:[n;+0:4]-[C;+0:5]-[C;+0:6]-[C;+0:7]-[O;+0:8]-1,[N;+0:1]-[C;+0:7]-[C;+0:6]-[C;+0:5]-[n;+0:4]:[c;+0:3](=[O;+0:8]):[n;+0:2]>>[N;+0:1].[n;+0:2]:[c;+0:3]1:[n;+0:4]-[C;+0:5]-[C;+0:6]-[C;+0:7]-[O;+0:8]-1,"[(7, 1)]","{4: 0, 5: 0, 6: 0, 7: 0, 1: 1, 3: 0, 8: 0, 2: -1}"
1306,SCl>>Cl-C(=O)-[Cl;+0:1].O-[S;+0:2],[Cl;+0:1]-[S;+0:2]>>Cl-C(=O)-[Cl;+0:1].O-[S;+0:2],"[(2, 1)]","{2: 0, 1: 0}"
1307,NC=O>>F-c1:c(-F):c(-F):c(-[O;+0:1]-[C;+0:2]=O):c(-F):c:1-F.[N;+0:3],[N;+0:3]-[C;+0:2]=[O;+0:1]>>F-c1:c(-F):c(-F):c(-[O;+0:1]-[C;+0:2]=O):c(-F):c:1-F.[N;+0:3],"[(2, 3)]","{1: 0, 2: 0, 3: 1}"
1308,C#CCO>>Br-[C;+0:1]-[C;+0:2]#[C;+0:3].[O;+0:4],[C;+0:1]#[C;+0:2]-[C;+0:3]-[O;+0:4]>>Br-[C;+0:1]-[C;+0:2]#[C;+0:3].[O;+0:4],"[(3, 4)]","{4: 1, 3: -1, 2: 0, 1: 1}"
1309,C=N>>Cl-[C;+0:1]-O-C(-Cl)(-Cl)-Cl.[N;+0:2],[C;+0:1]=[N;+0:2]>>Cl-[C;+0:1]-O-C(-Cl)(-Cl)-Cl.[N;+0:2],"[(1, 2)]","{2: 2, 1: 0}"
1310,CC>>I-[c;+0:1].[c;+0:2],[c;+0:1]-[c;+0:2]>>I-[c;+0:1].[c;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
1311,N=C(N)N>>Br-[C;+0:1]#[N;+0:2].[N;+0:3].[N;+0:4],[N;+0:4]-[C;+0:1](-[N;+0:2])=[N;+0:3]>>Br-[C;+0:1]#[N;+0:2].[N;+0:3].[N;+0:4],"[(1, 4), (1, 3)]","{4: 1, 1: 0, 2: -2, 3: 2}"
1312,CCNC=O>>[C;+0:1]#[N;+0:2].[C;+0:3]=[C;+0:4].[O;-1:5],[C;+0:3]-[C;+0:4]-[N;+0:2]-[C;+0:1]=[O;+0:5]>>[C;+0:1]#[N;+0:2].[C;+0:3]=[C;+0:4].[O;-1:5],"[(4, 2), (1, 5)]","{4: 0, 3: -1, 2: -1, 1: 0, 5: 1}"
1313,CC>>O=[C;+0:1].[C;+0:2]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,[C;+0:1]-[C;+0:2]>>O=[C;+0:1].[C;+0:2]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,"[(1, 2)]","{1: -1, 2: 0}"
1314,NC(=O)O>>[C;+0:1]-[O;+0:2].[N;+0:3].[O;+0:4],[N;+0:3]-[C;+0:1](-[O;+0:4])=[O;+0:2]>>[C;+0:1]-[O;+0:2].[N;+0:3].[O;+0:4],"[(1, 4), (1, 3)]","{4: 1, 3: 1, 1: 3, 2: 1}"
1315,COC=N>>C-[O+](-C)-[C;+0:1].[N;+0:2]-[C;+0:3]=[O;+0:4],[C;+0:1]-[O;+0:4]-[C;+0:3]=[N;+0:2]>>C-[O+](-C)-[C;+0:1].[N;+0:2]-[C;+0:3]=[O;+0:4],"[(1, 4)]","{3: 0, 4: 0, 1: 0, 2: 1}"
1316,CC=O>>Br-[C;+0:1].N#[C;+0:2].[O;-1:3],[C;+0:1]-[C;+0:2]=[O;+0:3]>>Br-[C;+0:1].N#[C;+0:2].[O;-1:3],"[(1, 2), (2, 3)]","{1: 0, 2: 0, 3: 1}"
1317,CCl>>C-[Si](-C)(-C)-[Cl;+0:1].O-[C;+0:2]=O,[C;+0:2]-[Cl;+0:1]>>C-[Si](-C)(-C)-[Cl;+0:1].O-[C;+0:2]=O,"[(2, 1)]","{2: -2, 1: 0}"
1318,CC>>C-C-C-C-[Sn](-[c;+0:1])(-C-C-C-C)-C-C-C-C.C-S-[c;+0:2],[c;+0:2]-[c;+0:1]>>C-C-C-C-[Sn](-[c;+0:1])(-C-C-C-C)-C-C-C-C.C-S-[c;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
1319,CC=O>>C-[C;+0:1](=O)-[O;+0:2].[c;+0:3],[O;+0:2]=[C;+0:1]-[c;+0:3]>>C-[C;+0:1](=O)-[O;+0:2].[c;+0:3],"[(1, 3)]","{1: -1, 2: 1, 3: 1}"
1320,NCN>>Cl-[C;+0:1]-O-c1:c:c:c(-[N+](=O)-[O-]):c:c:1.[N;+0:2].[N;+0:3],[N;+0:3]-[C;+0:1]-[N;+0:2]>>Cl-[C;+0:1]-O-c1:c:c:c(-[N+](=O)-[O-]):c:c:1.[N;+0:2].[N;+0:3],"[(1, 2), (1, 3)]","{2: 1, 1: 0, 3: 1}"
1321,CS>>Cl-[S;+0:1].[C;+0:2]-[Li],[S;+0:1]-[C;+0:2]>>Cl-[S;+0:1].[C;+0:2]-[Li],"[(2, 1)]","{2: 0, 1: 0}"
1322,O[CH]:[CH]CCCO>>[O;+0:1]=[C;+0:2]1-[C;+0:3]-[C;+0:4]-[c;+0:5]:[c;+0:6]-[O;+0:7]-1,[O;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4]-[c;+0:5]:[c;+0:6]-[O;+0:7]>>[O;+0:1]=[C;+0:2]1-[C;+0:3]-[C;+0:4]-[c;+0:5]:[c;+0:6]-[O;+0:7]-1,"[7, (2, 1)]","{5: 0, 4: 0, 3: 0, 2: -2, 1: -1, 6: 0, 7: -1}"
1323,CC=O>>C-C-[O;+0:1].N-[C;+0:2]=[C;+0:3],[O;+0:1]=[C;+0:2]-[C;+0:3]>>C-C-[O;+0:1].N-[C;+0:2]=[C;+0:3],"[(2, 1)]","{2: 0, 1: 1, 3: -1}"
1324,CO>>N-[c;+0:1].[O;+0:2],[c;+0:1]-[O;+0:2]>>N-[c;+0:1].[O;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
1325,NCO>>C-C-O-[C;+0:1](=O)-O-C-C.[N;+0:2].[O;+0:3],[N;+0:2]-[C;+0:1]-[O;+0:3]>>C-C-O-[C;+0:1](=O)-O-C-C.[N;+0:2].[O;+0:3],"[(1, 3), (1, 2)]","{3: 1, 1: -2, 2: 1}"
1326,CNCN>>Cl-[C;+0:1].[C;+0:2]=[N;+0:3].[N;+0:4],[C;+0:1]-[N;+0:4]-[C;+0:2]-[N;+0:3]>>Cl-[C;+0:1].[C;+0:2]=[N;+0:3].[N;+0:4],"[(1, 4), (2, 4)]","{4: 2, 1: 0, 3: -1, 2: 0}"
1327,[NH]:C:[NH]>>[n;+0:1]:[c;+0:2]:[n;+0:3]-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,[n;+0:1]:[c;+0:2]:[n;+0:3]>>[n;+0:1]:[c;+0:2]:[n;+0:3]-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,[3],"{2: 0, 1: -1, 3: 0}"
1328,CC>>O-[C;+0:1].[C;+0:2]-[Li],[C;+0:1]-[C;+0:2]>>O-[C;+0:1].[C;+0:2]-[Li],"[(1, 2)]","{1: 0, 2: 0}"
1329,C[NH3+].[OH-]>>[C;+0:1]-[O;+0:2].[N;+0:3],[C;+0:1]-[N;+1:3].[O;-1:2]>>[C;+0:1]-[O;+0:2].[N;+0:3],"[2, (1, 3)]","{1: 0, 3: 0, 2: 0}"
1330,CN>>Br-[C;+0:1].[N;+0:2]-[Na],[C;+0:1]-[N;+0:2]>>Br-[C;+0:1].[N;+0:2]-[Na],"[(1, 2)]","{1: 0, 2: 0}"
1331,CO>>Cl-[c;+0:1].[O;+0:2]-c1:n:c:c:c2:c:c:[nH]:c:1:2,[c;+0:1]-[O;+0:2]>>Cl-[c;+0:1].[O;+0:2]-c1:n:c:c:c2:c:c:[nH]:c:1:2,"[(1, 2)]","{1: 0, 2: 0}"
1332,CN>>[N;+0:1].[c;+0:2],[N;+0:1]-[c;+0:2]>>[N;+0:1].[c;+0:2],"[(2, 1)]","{2: 1, 1: 1}"
1333,CC>>Cl-[c;+0:1].O-B(-O)-[C;+0:2],[C;+0:2]-[c;+0:1]>>Cl-[c;+0:1].O-B(-O)-[C;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
1334,CO>>C-C(-C)-C-O-[C;+0:1]=[O;+0:2],[C;+0:1]-[O;+0:2]>>C-C(-C)-C-O-[C;+0:1]=[O;+0:2],"[(1, 2)]","{1: -2, 2: -1}"
1335,[NH]:[C]=O>>O-[O;+0:1].[c;+0:2]:[n;+0:3],[O;+0:1]=[c;+0:2]:[n;+0:3]>>O-[O;+0:1].[c;+0:2]:[n;+0:3],"[(2, 1)]","{2: 1, 1: 1, 3: -1}"
1336,CN>>C-S(=O)-[c;+0:1].[n;+0:2],[c;+0:1]-[n;+0:2]>>C-S(=O)-[c;+0:1].[n;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
1337,C[CH]:C:N:[NH]>>C-C1(-C)-O-B(-[c;+0:1]:[c;+0:2]:[n;+0:3]:[n;+0:4])-O-C-1(-C)-C.Cl-[c;+0:5],[c;+0:5]-[c;+0:1]:[c;+0:2]:[n;+0:3]:[n;+0:4]>>C-C1(-C)-O-B(-[c;+0:1]:[c;+0:2]:[n;+0:3]:[n;+0:4])-O-C-1(-C)-C.Cl-[c;+0:5],"[(1, 5)]","{5: 0, 1: 0, 2: 0, 3: -1, 4: 1}"
1338,CC>>Br-[C;+0:1].O-[c;+0:2],[C;+0:1]-[c;+0:2]>>Br-[C;+0:1].O-[c;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
1339,N>>O-C-C1-O-C(-[n;+0:1])-C-C-1-O,[n;+0:1]>>O-C-C1-O-C(-[n;+0:1])-C-C-1-O,[1],{1: -1}
1340,CO>>Cl-C(=O)-O-[C;+0:1].[O;+0:2],[C;+0:1]-[O;+0:2]>>Cl-C(=O)-O-[C;+0:1].[O;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
1341,O=CO>>C-C(-C)(-C)-C-[O;+0:1]-[C;+0:2]=[O;+0:3],[O;+0:3]-[C;+0:2]=[O;+0:1]>>C-C(-C)(-C)-C-[O;+0:1]-[C;+0:2]=[O;+0:3],"[(2, 1)]","{1: 0, 2: 0, 3: -1}"
1342,N=CO>>C-C-O-[C;+0:1]=N.[N;+0:2].[O;+0:3],[N;+0:2]=[C;+0:1]-[O;+0:3]>>C-C-O-[C;+0:1]=N.[N;+0:2].[O;+0:3],"[(1, 2), (1, 3)]","{2: 2, 1: 0, 3: 1}"
1343,[NH]:C:[NH]>>[n;+0:1]:[c;+0:2]:[n;+0:3]-C-c1:c:c:c:c:c:1,[n;+0:1]:[c;+0:2]:[n;+0:3]>>[n;+0:1]:[c;+0:2]:[n;+0:3]-C-c1:c:c:c:c:c:1,[3],"{3: 0, 2: 0, 1: -1}"
1344,O[SiH3]>>F-C(-F)(-F)-S(=O)(=O)-O-[Si;+0:1].[O;+0:2],[O;+0:2]-[Si;+0:1]>>F-C(-F)(-F)-S(=O)(=O)-O-[Si;+0:1].[O;+0:2],"[(2, 1)]","{2: 1, 1: 0}"
1345,CO>>Cl-C(-Cl)(-Cl)-O-[C;+0:1].[O;+0:2],[C;+0:1]-[O;+0:2]>>Cl-C(-Cl)(-Cl)-O-[C;+0:1].[O;+0:2],"[(1, 2)]","{2: 1, 1: 0}"
1346,CNC>>[C;+0:1]-N-[C;+0:2].[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>[C;+0:1]-N-[C;+0:2].[N;+0:3],"[(1, 3), (2, 3)]","{3: 2, 1: 0, 2: 0}"
1347,CO.OCC=CCO>>Br-[C;+0:1].[O;+0:2].[O;-1:3]-[C;+0:4]-[C;+0:5]=[C;+0:6]-[C;+0:7]-[O;-1:8],[C;+0:1]-[O;+0:2].[O;+0:3]-[C;+0:4]-[C;+0:5]=[C;+0:6]-[C;+0:7]-[O;+0:8]>>Br-[C;+0:1].[O;+0:2].[O;-1:3]-[C;+0:4]-[C;+0:5]=[C;+0:6]-[C;+0:7]-[O;-1:8],"[(1, 2)]","{7: 0, 6: 0, 5: 0, 4: 0, 3: -1, 8: -1, 2: 1, 1: 0}"
1348,C=CC[N]:C:[NH]>>Br-[C;+0:1]-[C;+0:2]=[C;+0:3].[n;+0:4]:[c;+0:5]:[n;+0:6],[C;+0:1]=[C;+0:2]-[C;+0:3]-[n;+0:4]:[c;+0:5]:[n;+0:6]>>Br-[C;+0:1]-[C;+0:2]=[C;+0:3].[n;+0:4]:[c;+0:5]:[n;+0:6],"[(3, 4)]","{5: 0, 4: 0, 3: 0, 2: 0, 1: 0, 6: 1}"
1349,NPO>>C-[Si](-C)(-C)-[N;-1:1]-[Si](-C)(-C)-C.Cl-[P;+0:2]-Cl.[O;+0:3],[N;+0:1]-[P;+0:2]-[O;+0:3]>>C-[Si](-C)(-C)-[N;-1:1]-[Si](-C)(-C)-C.Cl-[P;+0:2]-Cl.[O;+0:3],"[(3, 2), (1, 2)]","{3: 1, 2: 0, 1: -2}"
1350,CF>>O-[C;+0:1].[F;+0:2],[C;+0:1]-[F;+0:2]>>O-[C;+0:1].[F;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
