,Template,Frequency,Class
4222,[C;+0:1]-[C;+0:3]-[C;+0:4]-[c;+0:2]>>[C;+0:1].[c;+0:2].[C;+0:3]=[C;+0:4],1,4223
4223,[N;+0:3]-[C;+0:2]-[c;+0:1]>>C-S(=O)(=O)-O-[c;+0:1].O-[C;+0:2](=O)-[O-].[N;+0:3],1,4224
4224,[c;+0:1]-[C;+0:3]-[N;+0:2]>>Cl-C-[c;+0:1].[N;+0:2].[O-]-[C;+0:3]-[O-],1,4225
4225,[n;+0:6]:[c;+0:5]:[n;+0:4]:[c;+0:3]:[c;+0:2]-[C;+0:1]-[N;+0:7]>>O-[C;+0:1]-[c;+0:2]:[c;+0:3]:[n;+0:4]:[c;+0:5]:[n;+0:6].[N;+0:7],1,4226
4226,[O;+0:2]=[S;+0:1]-[c;+0:3]>>O=[S;+0:1]-[O;-1:2].[c;+0:3],1,4227
4227,[N;+0:4]-[C;+0:1]-[C;+0:2]=[O;+0:3]>>Cl-C(-Cl)(-Cl)-[C;+0:1].O=[C;+0:2]-[O;+0:3].[N;+0:4],1,4228
4228,[N;+0:1]-[C;+0:2]>>C-C-C-C-C-C-C-C-C-C-C-C-[N;+0:1].O-[C;+0:2],1,4229
4229,[C;+0:2]-[O;+0:1]-[C;+0:3]>>C-S(=O)(=[O;+0:1])-O-C1-C-C-O-C-1.[C;+0:2]-[C;+0:3],1,4230
4230,[C;+0:1]=[C;+0:2].[Cl;+0:3]>>O=[C;+0:1].[C;+0:2]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1.[Cl;-1:3],1,4231
4231,[C;+0:3]-[C;+0:2]-[O;+0:1]>>C-N(-C)-C=[O;+0:1].Cl-[C;+0:2].O-[C;+0:3],1,4232
4232,[S;+0:1]-[N;+0:3]-[C;+0:2]>>Cl-[S;+0:1].N#C-[C;+0:2].[N;+0:3],1,4233
4233,[N;+0:3]#[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].N-C(=N)-C1-C-C-c2:n:c(-c3:c:c:c(-c4:c:c:c(-[C;+0:2](=N)-[N;+0:3]):c:c:4):o:3):c:n:2-C-1,1,4234
4234,[C;+0:2]=[C;+0:3]-[c;+0:4]:[c;+0:5]-[O;+0:6]-[C;+0:1]>>Br-[C;+0:1].C-O-c1:c:c:c(-[C;+0:2]2=[C;+0:3]-[c;+0:4]:[c;+0:5]-[O;+0:6]-C-2):c:c:1,1,4235
4235,[C;+0:2]-[C;+0:1]>>C-N1-C-C-[C;+0:1](-N)-C-C-1.[C;+0:2],1,4236
4236,[O;+0:3]-[C;+0:2]-[c;+0:1]>>C-C1(-C)-C-O-B(-[c;+0:1])-O-C-1.[C;+0:2]=[O;+0:3],1,4237
4237,[N;+0:1]-[S;+0:2]=[O;+0:3]>>O-S(=O)(=O)-O-[N;+0:1].O=[S;+0:2]-[O;+0:3],1,4238
4238,[C;+0:1]-[C;+0:3]-[C;+0:2]>>N#C-[C;+0:1]-C-[C;+0:2].[C;+0:3],1,4239
4239,[C;+0:1]-[c;+0:2]>>C-[C;+0:1]-O-C(=O)-C-O-c1:c:c(-C):c(-S-c2:c:c:c(-C-O):c:c:2-Cl):c:c:1-C.[c;+0:2],1,4240
4240,[O;+0:3]-[C;+0:2]-[O;+0:1]>>Br-c1:c:c(-F):c:c:c:1-[O;+0:1]-C-C=C-C(-F)(-F)-F.C=[C;+0:2].[O;+0:3],1,4241
4241,[C;+0:1]-[O;+0:2]>>Br-C-C(-N)-C(=O)-O-[C;+0:1]-C.[O;+0:2],1,4242
4242,[C;+0:2]-[F;+0:1]>>C-C(-[F;+0:1])(-C(=O)-[O-])-C(=O)-[O-].[C;+0:2],1,4243
4243,[C;+0:1]-[O;+0:3]-[c;+0:2]>>Cl-[C;+0:1].Cl-[c;+0:2].[O;-1:3],1,4244
4244,[C;+0:1]-[S;+0:2]>>N-c1:c:c:c(-[C;+0:1]):c:n:1.[S;-1:2],1,4245
4245,[C;+0:1]-[C;+0:2]=[C;+0:3]>>C-C-O-C-[C;+0:1].O=[C;+0:2]-[C;+0:3],1,4246
4246,[O;+0:1]=[S;+0:3]=[O;+0:2]>>O-S(=O)-[O;-1:1].[O;+0:2].[S;+0:3],1,4247
4247,[C;+0:1]-[C;+0:2]-[O;+0:3]>>N#C-[C;+0:1].[C;+0:2]=[O;+0:3],1,4248
4248,[O;+0:1]-[c;+0:2]>>Cl-C(=O)-c1:c:c:c:c:c:1-[O;+0:1].Cl-[c;+0:2],1,4249
4249,[S;+0:1]=[c;+0:2]:[n;+0:3]>>C-O-C(=O)-C-C-[S;+0:1]-[c;+0:2]:[n;+0:3],1,4250
4250,[Cl;+0:2]-[c;+0:1]>>C-C(-C)(-C)-O-[c;+0:1].Cl-P(-Cl)(=O)-[Cl;+0:2],1,4251
4251,[C;+0:2]1-[C;+0:3]-[C;+0:1]-1>>C-C-O-C(=O)-[C;+0:1]-Cl.[C;+0:2]=[C;+0:3],1,4252
4252,[C;+0:1]-[O;+0:3]-[C;+0:2]-[O;+0:4]>>Cl-[C;+0:1]-C(=O)-c1:c:c:c:c:c:1.[C;+0:2]=[O;+0:3].[O;+0:4],1,4253
4253,[O;+0:3]-[C;+0:1]-[C;+0:2]-[N;+0:5].[Cl;+0:4]>>[C;+0:1]1-[C;+0:2]-[O;+0:3]-1.[Cl;-1:4].[N;+1:5],1,4254
4254,[C;+0:1]-[N;+0:2]>>[C;+0:1]-[NH3+].[N;+0:2],1,4255
4255,[O;+0:3]=[C;+0:1](-[O;+0:2])-[c;+0:4]>>Cl-C(=O)-[C;+0:1](-Cl)=[O;+0:2].[O;+0:3].[c;+0:4],1,4256
4256,[C;+0:1]-[O;+0:4]-[C;+0:3]-[O;+0:2]>>[C;+0:1]-C-[O;+0:2].[C;+0:3]=[O;+0:4],1,4257
4257,[O;+0:2]=[S;+0:3]=[O;+0:1]>>O-S(-[O-])=[O;+0:1].[O;+0:2].[S;+0:3],1,4258
4258,[Br;+0:2]-[c;+0:1]>>O-[c;+0:1].O=C1-C-C-C(=O)-N-1-[Br;+0:2],1,4259
4259,[C;+0:1]-[N;+0:2]>>O-C(=O)-[C;+0:1].O=[N;+1:2]-[O-],1,4260
4260,[C;+0:1]-[c;+0:2]>>C-C(=O)-C-C-c1:c:c:c(-[C;+0:1]):c:c:1.Cl-[c;+0:2],1,4261
4261,[C;+0:1]-[F;+0:2]>>I-[C;+0:1].[F;-1:2],1,4262
4262,[N;+0:2]-[N;+0:1]>>N#C-c1:c:c:c(-C2-O-[N;+0:1]-2):c:c:1.[N;+0:2],1,4263
4263,[C;+0:1]-[N;+0:3]-[C;+0:2]>>C-c1:c:c:c(-S(=O)(=O)-O-[C;+0:1]):c:c:1.Cl-[C;+0:2].[N;+0:3],1,4264
4264,[Cl;+0:1]-[c;+0:2]>>F-c1:c:c:c2:s:c(-[Cl;+0:1]):n:c:2:c:1-F.N-[c;+0:2],1,4265
4265,[C;+0:2]-[O;+0:1]>>C-C-[O;+0:1]-C-C.C-O-C(=O)-[C;+0:2],1,4266
4266,[C;+0:2]-[O;+0:1]>>O-S(=O)-[O;-1:1].[C;+0:2],1,4267
4267,[Br;-1:1].[C;+0:2]-[N;+0:3]>>[Br;+0:1]-[C;+0:2].[N;-1:3],1,4268
4268,[C;+0:1]-[O;+0:2]>>C-O-C(=O)-[C;+0:1].C-[O;+0:2],1,4269
4269,[C;+0:1]-[N;+0:2]-[c;+0:3]>>O=[C;+0:1].[N;+0:2].[c;+0:3],1,4270
4270,[C;+0:3]-[N;+0:1]=[C;+0:2]>>C-C(-C)(-C)-O-C(=O)-[N;+0:1]-[C;+0:2].O=[C;+0:3],1,4271
4271,[O;+0:1]=[P;+0:2]>>C-c1:c(-C):c2:c(:c(-C):c:1-O-C-c1:c:c:c:c:c:1)-C-C(-C-C-[O;+0:1])-O-2.[P;+0:2],1,4272
4272,[O;+0:4]-[C;+0:3]-[C;+0:2]-[O;+0:1]>>C-N(-C)-C=[O;+0:1].[C;+0:2]=[C;+0:3].[O;+0:4],1,4273
4273,[Cl;+0:1]-[c;+0:2]>>[Cl;+0:1].[c;+0:2]-S-C-c1:c:c:c:c:c:1,1,4274
4274,[C;+0:6]-[C;+0:2]-[C;+0:3]-[C;+0:4]-[O;+0:5]-[C;+0:1]>>C-[C;+0:1]1-O-[C;+0:2]-[C;+0:3]-[C;+0:4]-[O;+0:5]-1.O-C(=O)-[C;+0:6],1,4275
4275,[F;+0:2]-[c;+0:1]>>Br-[c;+0:1].F-C(-F)(-F)-c1:c:c:c:c(-[F;+0:2]):c:1,1,4276
4276,[C;+0:1]-[C;+0:2]-[C;+0:3]-[N;+0:4]-[C;+0:5]-[c;+0:6](:[n;+0:7]):[n;+0:8]>>[C;+0:1]=[C;+0:2]-[C;+0:3]-[N;+0:4]-[C;+0:5]-[c;+0:6](:[n;+0:7]):[n;+0:8],1,4277
4277,[Cl;+0:1]-[c;+0:2]>>N-N-c1:c:c:c(-[Cl;+0:1]):c:c:1.[c;+0:2],1,4278
4278,[C;+0:1]-[C;+0:4]-[O;+0:5]-[C;+0:3]-[C;+0:2]>>[C;+0:1]-C-[C;+0:2].[C;+0:3]1-[C;+0:4]-[O;+0:5]-1,1,4279
4279,[O;+0:1]=[c;+0:2]:[n;+0:3]-[O;+0:4]>>C-[O;+0:1]-[c;+0:2]:[n;+1:3]-[O;-1:4],1,4280
4280,[C;+0:1]-[C;+0:2]-[O;+0:3]>>O-C(=O)-C=C-C(=O)-N-[C;+0:1].[O-]-[C;+0:2](-[O-])=[O;+0:3],1,4281
4281,[N;+0:2]-[c;+0:1]>>Cl-C(-C-[c;+0:1])-C=O.N-C(=S)-[N;+0:2],1,4282
4282,[F;+0:1]-[c;+0:2]:[c;+0:3]-[c;+0:4]:[n;+0:5]:[n;+0:6]>>O=C(-C-c1:c:c:n:c:c:1)-c1:c:c:c(-O-C-c2:c:c:c3:c:c:c:c:c:3:n:2):c:c:1-[F;+0:1].[c;+0:2]:[c;+0:3]-[c;+0:4]:[n;+0:5]:[n;+0:6],1,4283
4283,[C;+0:1]-[S;+0:2]>>C1-C-O-[C;+0:1]-C-1.[S;-1:2],1,4284
4284,[C;+0:1]-[O;+0:2]-[C;+0:3]=[O;+0:4]>>O-C-[C;+0:1].[O;+0:2]=[C;+0:3]-[O;+0:4],1,4285
4285,[C;+0:3]-[O;+0:2]-[c;+0:1]>>Cl-[c;+0:1].[O;+0:2]=[C;+0:3](-N1-C-C-N-C-C-1)-c1:c:c:c:c:c:1,1,4286
4286,[O;+0:3]=[C;+0:1]-[O;+0:2]>>C-C(=O)-N-[C;+0:1]=[O;+0:2].O-S(=O)(=O)-[O;+0:3],1,4287
4287,[C;+0:1]-[O;+0:2]>>C-C(-C)-N1-C-C-C(-N-[C;+0:1])-C-C-1.N-C-C-[O;+0:2],1,4288
4288,[C;+0:2]-[C;+0:1]-[c;+0:3]>>Cl-C-[C;+0:1]-Cl.[C;+0:2].[c;+0:3],1,4289
4289,[C;+0:2]-[C;+0:1]>>C-C(-C)-[C;+0:1]-c1:c:c(-C(-O)=O):n:c(-S(-C)(=O)=O):n:1.[C;+0:2],1,4290
4290,[C;+0:1]-[O;+0:3]-[C;+0:2]>>C-C(-C)-C-[Al+]-[C;+0:1]-C(-C)-C.[C;+0:2]=[O;+0:3],1,4291
4291,[N;+0:3]-[C;+0:2](-[c;+0:4])-[c;+0:1]>>Br-[c;+0:1].[C;+0:2]#[N;+0:3].[Li]-[c;+0:4],1,4292
4292,[C;+0:1]=[C;+0:2]-[N;+0:3]>>[C;+0:1]-[C;+0:2](-O-c1:c:c:c:c:c:1)-O-c1:c:c:c:c:c:1.[N;+0:3],1,4293
4293,[N;+0:2]-[c;+0:1]>>Cl-[c;+0:1].N#C-c1:c(-[N;+0:2]):c2:c:c:s:c:2:n(-C-c2:c:c:c:c:c:2):c:1=O,1,4294
4294,[C;+0:1]=[C;+0:2]-[O;+0:3]>>[C;+0:1].[C;+0:2]=[O;+0:3],1,4295
4295,[n;+0:11]:[c;+0:10]:[n;+0:9]:[c;+0:8]-[C;+0:7]-[S;+0:6]-[C;+0:5]-[C;+0:4]-[N;+0:3]=[C;+0:1]-[N;+0:2]>>C-S-[C;+0:1]=[N;+0:2].[N;+0:3]-[C;+0:4]-[C;+0:5]-[S;+0:6]-[C;+0:7]-[c;+0:8]:[n;+0:9]:[c;+0:10]:[n;+0:11],1,4296
4296,[C;+0:3]-[C;+0:2]=[O;+0:1]>>C-C(-C)(-C)-c1:c:c:c2:c(:c:1)-C(=[O;+0:1])-C-C-C-2.[C;+0:2]=[C;+0:3],1,4297
4297,[O;+0:1]=[P;+0:2]-[C;+0:3]-[N;+0:4]>>C-[O;+0:1]-[P;+0:2].O=[C;+0:3].[N;+0:4],1,4298
4298,[Cl;+0:1]-[C;+0:2]-[C;+0:3]=[N;+0:4]>>O=C1-C-C-C(=O)-N-1-[Cl;+0:1].[C;+0:2]=[C;+0:3]-[N;+0:4],1,4299
4299,[C;+0:1]-[O;+0:2]-[C;+0:3]>>C-C-O-[C;+0:1]=[O;+0:2].[C;+0:3]=[N+]=[N-],1,4300
4300,[C;+0:1]-[C;+0:2]-[N;+0:3]>>O=C-c1:c:c:c:c(-O-[C;+0:1]):c:1.[C;+0:2]=[N;+0:3],1,4301
4301,[N;+0:2]-[C;+0:1]-[O;+0:3]>>S=[C;+0:1].[N;+0:2].[O;+0:3],1,4302
4302,[c;+0:1]-[N;+0:2]>>F-[c;+0:1].[N;+0:2]-[NH-],1,4303
4303,[C;+0:2]-[Cl;+0:1]>>Cl-C(-Cl)(-Cl)-O-C(=O)-[Cl;+0:1].O-[C;+0:2],1,4304
4304,[C;+0:1]-[S;+0:2]>>O-[C;+0:1].[S;+0:2]-S-C(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,1,4305
4305,[C;+0:2]-[C;+0:1]>>Br-[C;+0:1].C-C(-C-O)(-C-C-C-C-[C;+0:2])-c1:c:c:c:c:c:1,1,4306
4306,[c;+0:1]-[S;+0:2]>>C-O-[c;+0:1].[S;+0:2],1,4307
4307,[O;-1:1]-[n;+1:2]>>F-C(-F)-C1(-C(-F)-F)-C-N-c2:c:c(-S(=O)(=O)-c3:c:c:c:c:c:3):c:c:c:2-[O;+0:1]-1.[n;+0:2],1,4308
4308,[N;+0:1]-[C;+0:2]-[N;+0:3]>>C-O-c1:c:c(-Cl):c(-C(-F)(-F)-F):c:c:1-[N;+0:1]=[C;+0:2].C-[N;+0:3]-C(=O)-c1:c:c(-O-c2:c:c:c(-N):c:c:2-Cl):c:c:n:1,1,4309
4309,[C;+0:3]=[C;+0:2]-[C;+0:1]-[O;+0:5]-[C;+0:4]-[N;+0:6]>>[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C;+0:4]-[O;+0:5]-1.[N;+0:6],1,4310
4310,[P;+0:1]-[O;+0:2]-[C;+0:3]=[O;+0:4]>>Cl-[P;+0:1].[O;+0:2]=[C;+0:3]-[O;+0:4],1,4311
4311,[C;+0:1]#[C;+0:2]-[C;+0:3]-[O;+0:4]>>[C;+0:1]=[C;+0:2].[C;+0:3]=[O;+0:4],1,4312
4312,[C;+0:2]-[I;+0:1]>>F-C(-F)(-F)-C(-F)(-C(-F)(-F)-F)-C(-F)(-F)-[I;+0:1].[C;+0:2],1,4313
4313,[N;+0:1]-[C;+0:2]=[O;+0:3]>>Cl-c1:c:c(-F):c:c(-c2:c:c(-C(=O)-[N;+0:1]):o:c:2-c2:c:c:c:c(-C#N):c:2):c:1.O=[C;+0:2]-[O;+0:3],1,4314
4314,[C;+0:1]-[c;+0:2]>>Br-[C;+0:1](-C)-C(-C)=O.[c;+0:2],1,4315
4315,[C;+0:1]-[O;+0:2]>>O=C(-[C;+0:1])-c1:c:c:c:c:c:1.[O;-1:2],1,4316
4316,[C;+0:2]-[N;+0:1].[Cl;+0:3]>>O=C1-[N;+0:1]-C(=O)-c2:c:c:c:c:c:2-1.[C;+0:2]-[Cl;+0:3],1,4317
4317,[C;+0:3]=[N;+0:2]-[C;+0:1]>>Br-[C;+0:1].C-[N;+0:2](-C)-[C;+0:3],1,4318
4318,[N;+0:2]-[C;+0:1]-[N;+0:3]>>C-[C;+0:1]-O.[N;+0:2].[N;+0:3],1,4319
4319,[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].Br-c1:c:c:c2:c(:n:1)-N1-C(-C)-C-N(-C(=O)-O-[C;+0:2](-C)(-C)-C)-C-C-1-C-2,1,4320
4320,[C;+0:2]-[n;+0:1]>>C-C(-C)(-O)-C-[n;+0:1].N-c1:c:c:n(-[C;+0:2]):n:1,1,4321
4321,[C;+0:1]-[c;+0:2]>>C-C(=O)-O-C-[C;+0:1].I-[c;+0:2],1,4322
4322,[c;+0:2]-[C;+0:1]=[O;+0:3]>>N#[C;+0:1].[Mg+]-[c;+0:2].[O;+0:3],1,4323
4323,[C;+0:1]-[O;+0:5]-[C;+0:3](=[C;+0:2])-[N;+0:4]>>[C;+0:1].[C;+0:2]-[C;+0:3]#[N;+0:4].[O;+0:5],1,4324
4324,[C;+0:1]-[C;+0:3]-[C;+0:2]>>O-C(=O)-C(-[C;+0:1])-[C;+0:2].[C;+0:3],1,4325
4325,[c;+0:2]-[N;+0:1]-[C;+0:3]>>C-[N;+0:1].F-[c;+0:2].O-[C;+0:3],1,4326
4326,[O;+0:2]-[C;+0:1]=[O;+0:3]>>C-C(-C)(-C)-O-C(=O)-C-C-N(-C-c1:c:c:c(-C(=O)-O-N2-C(=O)-C-C-C-2=O):c:c:1)-[C;+0:1]=[O;+0:2].[O;+0:3],1,4327
4327,[Br;+0:1]-[c;+0:2]>>C-c1:c:c:c:c:c:1-[Br;+0:1].C-c1:c:c:c:c:c:1-[c;+0:2],1,4328
4328,[S;+0:1]-[O;+0:2]>>Cl-[S;+0:1]=O.[O;+0:2],1,4329
4329,[C;+0:2]-[N;+0:1]>>C-[Si](-C)(-C)-[N;+0:1]=[N+]=[N-].O-[C;+0:2],1,4330
4330,[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].C-N1-C-C(=O)-O-B(-[c;+0:2])-O-C(=O)-C-1,1,4331
4331,[Cl;+0:1]-[c;+0:2]>>F-C(-F)(-F)-c1:c:c:c(-[Cl;+0:1]):c2:s:c(-I):n:c:1:2.F-[c;+0:2],1,4332
4332,[C;+0:1]-[S;+0:2]>>C-C-[C;+0:1]-O.[S;+0:2],1,4333
4333,[Br;+0:2]-[c;+0:1]>>O=[N+](-[O-])-[c;+0:1].[Br;-1:2],1,4334
4334,[C;+0:3]-[C;+0:1](-[N;+0:4])-[O;+0:2]>>C-C-O-[C;+0:1]=[O;+0:2].[C;+0:3].[N;+0:4],1,4335
4335,[N;+0:1]-[c;+0:2]>>Br-[N;+0:1].[c;+0:2],1,4336
4336,[C;+0:1]-[N;+0:5]-[C;+0:2](-[N;+0:4])=[O;+0:3]>>O=[C;+0:1].[C;+0:2]-[O;+0:3].[N;+0:4].[N;+0:5],1,4337
4337,[C;+0:1]-[N;+0:2]>>Cl-[C;+0:1].Cl-c1:n:c:c:c:c:1-C(=O)-[N;+0:2],1,4338
4338,[N;+0:2]=[N;+0:1]-[c;+0:3]>>C-C#[N;+0:1].[N;+0:2].[c;+0:3],1,4339
4339,[C;+0:1]-[N;+0:4]-[C;+0:3]-[C;+0:2]>>Br-[C;+0:1].[C;+0:2]-[Mg+].[C;+0:3]=[N;+0:4],1,4340
4340,[C;+0:1]-[S;+0:4]-[C;+0:2]-[C;+0:3]>>C-S(=O)(=O)-O-[C;+0:1].[C;+0:2]=[C;+0:3].[S;-1:4],1,4341
4341,[O;+0:2]-[C;+0:3]=[O;+0:1]>>C-C-[O;+0:1]-C(=O)-C(-C)(-C)-O-c1:c:c(-C=O):c:c(-O-C):c:1.[O;+0:2]=[C;+0:3]-N-C1-C-C-N-C-C-1,1,4342
4342,[C;+0:2]-[C;+0:1](-[O;+0:3])=[O;+0:4]>>C-S-[C;+0:1](=[C;+0:2])-S(-C)=O.[O;+0:3].[O;-1:4],1,4343
4343,[C;+0:2]-[F;+0:1]>>F-[Xe]-[F;+0:1].O-C(=O)-[C;+0:2],1,4344
4344,[C;+0:2]-[N;+0:1].[Cl;+0:3]>>C-C(-C)(-C)-O-C(=O)-[N;+0:1]-C(=O)-O-C(-C)(-C)-C.[C;+0:2]-[Cl;+0:3],1,4345
4345,[C;+0:1]-[N;+0:3]-[C;+0:2]>>C-[C;+0:1]-O.O=[C;+0:2].[N;+0:3],1,4346
4346,[C;+0:1]-[C;+0:2]>>O=C(-[C;+0:1])-[O-].[C;+0:2]-[O-],1,4347
4347,[c;+0:1]-[P;+0:2]-[C;+0:3]>>Br-[c;+0:1].Cl-[P;+0:2]-Cl.[C;+0:3]-C-C-C-[Li],1,4348
4348,[C;+0:1]-[n;+0:2]>>C-C(=O)-O-[C;+0:1].O-C-C1-O-C(-[n;+0:2])-C(-O)-C-1-O,1,4349
4349,[O;+0:1]-[c;+0:2]>>O-B(-O)-c1:c:c:c(-[O;+0:1]):c:c:1.[c;+0:2],1,4350
4350,[C;+0:1]-[O;+0:2]>>C-O-C(=O)-c1:c:c(-[N+](=O)-[O-]):c(-O-[C;+0:1]):c(-[N+](=O)-[O-]):c:1.[O;+0:2],1,4351
4351,[C;+0:1]-[c;+0:2]>>C-C1(-C)-C-C-C(-C)(-C)-c2:c:c(-C#C):c(-[C;+0:1]):c:c:2-1.[c;+0:2],1,4352
4352,[c;+0:1]-[C;+0:3]#[N;+0:2]>>Br-[c;+0:1].C-[N;+0:2]-[C;+0:3],1,4353
4353,[C;+0:1].[C;+0:2]-[O;+0:3]>>[C;+0:1]-[C;+0:2].[O;-1:3],1,4354
4354,[F;+0:1]-[c;+0:2]>>C-O-C(=O)-c1:c:c:c(-C-N):c(-[F;+0:1]):c:1.[c;+0:2],1,4355
4355,[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].Cl-N1-C(=O)-C-C-[C;+0:2]-1=O,1,4356
4356,[n;+0:4]:[n;+0:3]:[c;+0:2]-[C;+0:1]-[N;+0:5]>>O-[C;+0:1]-[c;+0:2]:[n;+0:3]:[n;+0:4].[N;+0:5],1,4357
4357,[C;+0:1]=[C;+0:2]-[C;+0:3]-[c;+0:4]>>C-C(=O)-O-[C;+0:1]-[C;+0:2]=[C;+0:3].[c;+0:4],1,4358
4358,[O;+0:3]=[C;+0:1]-[O;+0:2]>>C-[C;+0:1]=[O;+0:2].O=S(-[O-])-S(-[O-])=[O;+0:3],1,4359
4359,[O;+0:1]-[C;+0:2]=[O;+0:3]>>N-C(=O)-C1-C-N-C-C-[O;+0:1]-1.S=[C;+0:2]-[O;+0:3],1,4360
4360,[C;+0:2]-[N;+0:1]>>C-N1-C(-[N;+0:1])=N-S(=O)(=O)-c2:c:c:c:c:c:2-1.Cl-[C;+0:2],1,4361
4361,[C;+0:1]-[C;+0:2]>>Br-[C;+0:1].F-C(-F)=C(-F)-[C;+0:2],1,4362
4362,[C;+0:2]-[O;+0:3]-[C;+0:1]>>C-C(=O)-O-C-O-[C;+0:1].C-[C;+0:2]=[O;+0:3],1,4363
4363,[C;+0:1]-[N;+0:2]-[C;+0:3]=[O;+0:4]>>Cl-[C;+0:1].[N;+0:2]=[C;+0:3]-[O;+0:4],1,4364
4364,[N;+0:1]-[C;+0:2]=[O;+0:3]>>C-C(-C)-c1:n:c2:c:c(-C(=O)-[N;+0:1]):c:c:c:2:n:1-c1:c:c:c(-O-C(-F)(-F)-F):c:c:1.O=[C;+0:2]-[O;+0:3],1,4365
4365,[C;+0:1]-[C;+0:2]-[C;+0:3]-[O;+0:4]>>C-C(-C)(-O)-[C;+0:1].[C;+0:2]1-[C;+0:3]-[O;+0:4]-1,1,4366
4366,[S;+0:1]-[O;+0:2]-[c;+0:3]:[c;+0:4]:[c;+0:5]:[n;+0:6]>>Cl-[S;+0:1].[O;+0:2]=[c;+0:3]:[c;+0:4]:[c;+0:5]:[n;+0:6],1,4367
4367,[O;+0:1]=[C;+0:2]>>C1-C-[O;+0:1]-C-C-N-1.Cl-[C;+0:2]-Cl,1,4368
4368,[N;+0:2]-[c;+0:1]>>C-C(-C)-n1:c:c:n:c:1-N-[c;+0:1].[N;+0:2],1,4369
4369,[C;+0:1]-[N;+0:3]-[C;+0:2]>>O=[C;+0:1].O=[C;+0:2]-[O-].[N;+1:3],1,4370
4370,[C;+0:4]-[c;+0:1]:[c;+0:2]:[c;+0:3]-[N;+0:5]>>C-c1:c:c:c(-S(=O)(=O)-O-[c;+0:1]:[c;+0:2]:[c;+0:3]-[C;+0:4]):c:c:1.[N;+0:5],1,4371
4371,[O;+0:1]=[S;+0:2]>>O-P(-[O-])(-[O-])=[O;+0:1].[S;+0:2],1,4372
4372,[C;+0:1]-[S;+0:2]>>O=P(-O-[C;+0:1])(-O-c1:c:c:c:c:c:1)-O-c1:c:c:c:c:c:1.[S;+0:2],1,4373
4373,[S;+0:1]-[C;+0:2]-[N;+0:3]>>O-[S;+0:1].[C;+0:2]=[N;+0:3],1,4374
4374,[O;+0:2]-[N;+0:1]=[C;+0:3]>>C-C-O-[N;+0:1]=[O;+0:2].[C;+0:3],1,4375
4375,[O;+0:1]-[C;+0:2]-[O;+0:3]>>Cl-[O;+0:1].[C;+0:2]-[O-].[O;+0:3],1,4376
4376,[c;+0:1]-[C;+0:2]#[N;+0:3]>>Br-[c;+0:1].C1-C-[C;+0:2]-[N;+0:3]-C-1,1,4377
4377,[O;+0:2]-[C;+0:1]=[O;+0:3]>>C-[C;+0:1]=[O;+0:2].O=S(-[O-])-O-S(-[O-])=[O;+0:3],1,4378
4378,[C;+0:2]-[C;+0:3]-[O;+0:1]>>C-[N+]1(-[O-])-C-C-[O;+0:1]-C-C-1.[C;+0:2]=[C;+0:3],1,4379
4379,[N;+0:2]-[C;+0:1]-[c;+0:3]>>Br-[C;+0:1].C-C#[N;+0:2].N-[c;+0:3],1,4380
4380,[C;+0:2]-[c;+0:1]>>Cl-[c;+0:1].O-c1:c:c(-[N+](=O)-[O-]):c:c:c:1-[C;+0:2],1,4381
4381,[O;+0:3]-[C;+0:2]=[O;+0:1]>>C-C(=O)-O-C(-C)=[O;+0:1].C-[C;+0:2]=[O;+0:3],1,4382
4382,[N;+0:4]-[C;+0:3]-[N;+0:2]-[C;+0:1]-[O;+0:5]>>C1-[C;+0:1]-[N;+0:2]-[C;+0:3]-[N;+0:4]-1.N-C(=O)-[O;+0:5],1,4383
4383,[O;+0:1]-[c;+0:2]>>C1-C-C-[O;+0:1]-C-1.F-[c;+0:2],1,4384
4384,[C;+0:2]-[C;+0:3]-[O;+0:1]>>N-C1-C-C-N(-C-C-N2-C-C-C(-[O;+0:1])-C-C-2)-C-C-1.[C;+0:2]-C-[C;+0:3],1,4385
4385,[C;+0:1]-[O;+0:2]-[C;+0:3]=[O;+0:4]>>C-O-c1:c:c(-N):c:c:c:1-C(=O)-O-[C;+0:1].[O;+0:2]=[C;+0:3]-[O;+0:4],1,4386
4386,[O;+0:1]-[c;+0:2]>>C-C-[O;+0:1]-C(-C)=O.C-C1(-C)-O-B(-[c;+0:2])-O-C-1(-C)-C,1,4387
4387,[C;+0:1]=[O;+0:2]>>C-S-[C;+0:1]-[O;+0:2],1,4388
4388,[C;+0:1]-[O;+0:2]>>[C;+0:1].[O-]-[N+](-[O-])=[O;+0:2],1,4389
4389,[S;+0:2]-[c;+0:1]>>O-c1:c:c:c(-S-[c;+0:1]):c:c:1.[S;+0:2],1,4390
4390,[c;+0:1]-[C;+0:2]#[N;+0:3]>>Br-[c;+0:1].[C;+0:2]-[N;+0:3]1-C-C-C-C-1,1,4391
