,Smiles_template,Smarts_template,edit_site,change_H
567,CCNC>>Cl-[C;+0:1].[C;+0:2]-[C;+0:3]-[N;+0:4],[C;+0:1]-[N;+0:4]-[C;+0:3]-[C;+0:2]>>Cl-[C;+0:1].[C;+0:2]-[C;+0:3]-[N;+0:4],"[(1, 4)]","{1: 0, 4: 1, 3: 0, 2: 0}"
568,CC>>I-[C;+0:1].[C;+0:2]-[Mg+],[C;+0:1]-[C;+0:2]>>I-[C;+0:1].[C;+0:2]-[Mg+],"[(1, 2)]","{1: 0, 2: 0}"
569,CCO>>Br-[C@@;+0:1]-[C@@;+0:2].[O;+0:3],[C;+0:2]-[C;+0:1]-[O;+0:3]>>Br-[C@@;+0:1]-[C@@;+0:2].[O;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 0}"
570,CN>>C-C-C-C-C(=O)-O-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>C-C-C-C-C(=O)-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
571,[c;+0:4]1:[n;+0:1]:[n;+0:2]:[n;+0:3]:[n;+0:5]:1>>C-[Sn](-C)(-C)-[N;+0:1]=[N;+1:2]=[N;-1:3].[C;+0:4]#[N;+0:5],[c;+0:4]1:[n;+0:1]:[n;+0:2]:[n;+0:3]:[n;+0:5]:1>>C-[Sn](-C)(-C)-[N;+0:1]=[N;+1:2]=[N;-1:3].[C;+0:4]#[N;+0:5],"[(4, 1), (3, 5)]","{1: -1, 2: 0, 3: 0, 5: 0, 4: 0}"
572,CC>>Br-[C;+0:1].Cl-[c;+0:2],[C;+0:1]-[c;+0:2]>>Br-[C;+0:1].Cl-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
573,C>>I-[C;+0:1],[C;+0:1]>>I-[C;+0:1],[1],{1: -1}
574,[CH2]:[NH]>>C-C-O-[C;+0:1].[N;+0:2],[c;+0:1]:[n;+0:2]>>C-C-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
575,CC>>O=[C;+0:1]-[C@;+0:2],[C;+0:1]-[C;+0:2]>>O=[C;+0:1]-[C@;+0:2],[1],"{1: -2, 2: 0}"
576,[CH2]:N:C:[NH]>>O=[C;+0:1].[N;+0:2]-[C;+0:3]=[N;+0:4],[c;+0:1]:[n;+0:2]:[c;+0:3]:[n;+0:4]>>O=[C;+0:1].[N;+0:2]-[C;+0:3]=[N;+0:4],"[(1, 2)]","{1: 0, 4: 0, 3: 0, 2: 2}"
577,[c;+0:1]1-[c;+0:2]:[C;+0:3]:[n;+0:6]:[n;+0:5]:[n;+0:4]:1>>[C;+0:1]#[C;+0:2]-[C;+0:3].[N;+0:4]=[N;+1:5]=[N;-1:6],[c;+0:1]1-[c;+0:2]:[C;+0:3]:[n;+0:6]:[n;+0:5]:[n;+0:4]:1>>[C;+0:1]#[C;+0:2]-[C;+0:3].[N;+0:4]=[N;+1:5]=[N;-1:6],"[(1, 4), (2, 6)]","{1: 0, 2: 0, 3: 0, 6: 0, 5: 0, 4: 0}"
578,[CH2]:N:C:[NH]>>C-C-O-[C;+0:1].[N;+0:2].O=[C;+0:3]-[N;+0:4],[c;+0:1]:[n;+0:4]:[c;+0:3]:[n;+0:2]>>C-C-O-[C;+0:1].[N;+0:2].O=[C;+0:3]-[N;+0:4],"[(1, 4), (3, 2)]","{1: 0, 2: 2, 3: 0, 4: 1}"
579,CNC>>C-C(-C)(-C)-O-C(=O)-O-[C;+0:1].[C;+0:2]-[N;+0:3],[C;+0:1]-[N;+0:3]-[C;+0:2]>>C-C(-C)(-C)-O-C(=O)-O-[C;+0:1].[C;+0:2]-[N;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 0}"
580,CC=O>>[C@;+0:1]-[C@@;+0:2]-[O;+0:3],[C;+0:1]-[C;+0:2]=[O;+0:3]>>[C@;+0:1]-[C@@;+0:2]-[O;+0:3],"[(2, 3)]","{1: 0, 2: 1, 3: 1}"
581,CC>>Br-[C;+0:1].C-N(-C)-[C;+0:2],[C;+0:1]-[C;+0:2]>>Br-[C;+0:1].C-N(-C)-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
582,C>>O=[c;+0:1],[C;+0:1]>>O=[c;+0:1],[1],{1: -2}
583,[CH2]:C:C:C(:[NH])O>>C-C-O-[C;+0:1](=[O;+0:2])-[C;+0:3]-[C;+0:4]=O.[N;+0:5].[c;+0:6],[O;+0:2]-[c;+0:1](:[n;+0:5]):[c;+0:3]:[c;+0:4]:[c;+0:6]>>C-C-O-[C;+0:1](=[O;+0:2])-[C;+0:3]-[C;+0:4]=O.[N;+0:5].[c;+0:6],"[(1, 5), (4, 6)]","{1: 0, 2: -1, 3: 1, 4: 0, 6: 1, 5: 2}"
584,C=CC>>O=[C;+0:1]-[C@@;+0:2].[C;+0:3]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,[C;+0:3]=[C;+0:1]\[C;+0:2]>>O=[C;+0:1]-[C@@;+0:2].[C;+0:3]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,"[(1, 3)]","{1: 0, 2: 0, 3: 1}"
585,CC>>C-[Sn](-C)(-C)-[c;+0:1].Cl-[C;+0:2],[C;+0:2]-[c;+0:1]>>C-[Sn](-C)(-C)-[c;+0:1].Cl-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
586,C=NNC>>Cl-[C;+0:1].O=[C;+0:2].[N;+0:3]-[N;+0:4],[C;+0:1]-[N;+0:3]-[N;+0:4]=[C;+0:2]>>Cl-[C;+0:1].O=[C;+0:2].[N;+0:3]-[N;+0:4],"[(2, 4), (1, 3)]","{2: 0, 4: 2, 3: 1, 1: 0}"
587,BC>>C-C1(-C)-O-B(-[B;+0:1])-O-C-1(-C)-C.Cl-[c;+0:2],[B;+0:1]-[c;+0:2]>>C-C1(-C)-O-B(-[B;+0:1])-O-C-1(-C)-C.Cl-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
588,O>>O-C-C(=O)-N1-C-C-C(-C(=O)-[O;+0:1])-C-C-1,[O;+0:1]>>O-C-C(=O)-N1-C-C-C(-C(=O)-[O;+0:1])-C-C-1,[1],{1: -1}
589,C=O>>C-C1(-C)-C-O-[C;+0:1]-[O;+0:2]-C-1,[C;+0:1]=[O;+0:2]>>C-C1(-C)-C-O-[C;+0:1]-[O;+0:2]-C-1,"[(1, 2)]","{2: 0, 1: 0}"
590,[NH3+][O-]>>Cl-c1:c:c:c:c(-C(=O)-O-[O;+0:1]):c:1.[N;+0:2],[N;+1:2]-[O;-1:1]>>Cl-c1:c:c:c:c(-C(=O)-O-[O;+0:1]):c:1.[N;+0:2],"[(2, 1)]","{1: 1, 2: 0}"
591,CNC>>C-C(-C)(-C)-O-C(=O)-[N;+0:1](-[C@;+0:2])-[C@@;+0:3],[C;+0:2]-[N;+0:1]-[C;+0:3]>>C-C(-C)(-C)-O-C(=O)-[N;+0:1](-[C@;+0:2])-[C@@;+0:3],[1],"{1: -1, 2: 0, 3: 0}"
592,C[SH]=O>>F-[c;+0:1].[O;-1:2]-[S;+0:3],[c;+0:1]-[S;+0:3]=[O;+0:2]>>F-[c;+0:1].[O;-1:2]-[S;+0:3],"[(1, 3)]","{1: 0, 3: 0, 2: 0}"
593,CCNC>>C-C(-C)(-C)-O-C(=O)-O-[C;+0:1].[C;+0:2]-[C;+0:3]-[N;+0:4],[C;+0:1]-[N;+0:4]-[C;+0:3]-[C;+0:2]>>C-C(-C)(-C)-O-C(=O)-O-[C;+0:1].[C;+0:2]-[C;+0:3]-[N;+0:4],"[(1, 4)]","{1: 0, 4: 1, 3: 0, 2: 0}"
594,CP=O>>Br-[C;+0:1].C-C(-C)-[O;+0:2]-[P;+0:3],[C;+0:1]-[P;+0:3]=[O;+0:2]>>Br-[C;+0:1].C-C(-C)-[O;+0:2]-[P;+0:3],"[(1, 3)]","{1: 0, 3: 0, 2: 0}"
595,C>>C=C-C-O-C(=O)-[C;+0:1],[C;+0:1]>>C=C-C-O-C(=O)-[C;+0:1],[1],{1: -1}
596,C1CCNCC1>>[c;+0:1]1:[c;+0:2]:[c;+0:3]:[c;+0:4]:[n;+0:5]:[c;+0:6]:1,[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C;+0:4]-[N;+0:5]-[C;+0:6]-1>>[c;+0:1]1:[c;+0:2]:[c;+0:3]:[c;+0:4]:[n;+0:5]:[c;+0:6]:1,"[(2, 3)]","{2: -1, 3: -1, 4: -1, 5: -1, 6: -1, 1: -1}"
597,C=C[SnH]>>[C;+0:1]#[C;+0:2].[Sn;+0:3],[C;+0:1]=[C;+0:2]-[Sn;+0:3]>>[C;+0:1]#[C;+0:2].[Sn;+0:3],"[(2, 3)]","{3: 1, 2: 0, 1: -1}"
598,[CH2]:C:C:C:[C]=O>>[C;+0:1]=[C;+0:2]-[c;+0:3]:[c;+0:4]-[C;+0:5]-[O;+0:6],[c;+0:1]:[c;+0:2]:[c;+0:3]:[c;+0:4]:[c;+0:5]=[O;+0:6]>>[C;+0:1]=[C;+0:2]-[c;+0:3]:[c;+0:4]-[C;+0:5]-[O;+0:6],"[(5, 6), (1, 2)]","{6: 1, 5: 1, 4: 0, 3: 0, 2: 0, 1: 0}"
599,CCNC>>O=[C;+0:1].[C@@;+0:2]-[N;+0:3].[c;+0:4],[C;+0:2]-[N;+0:3]-[C;+0:1]-[c;+0:4]>>O=[C;+0:1].[C@@;+0:2]-[N;+0:3].[c;+0:4],"[(1, 3), (1, 4)]","{1: 0, 3: 1, 2: 0, 4: 1}"
600,N>>N-[N;+0:1],[N;+0:1]>>N-[N;+0:1],[1],{1: -1}
601,O>>C-O-c1:c:c:c2:c:c(-[C@@H](-C)-C(=O)-[O;+0:1]):c:c:c:2:c:1,[O;+0:1]>>C-O-c1:c:c:c2:c:c(-[C@@H](-C)-C(=O)-[O;+0:1]):c:c:c:2:c:1,[1],{1: -1}
602,C=CC>>O=[C;+0:1]-[C;+0:2].[C;+0:3]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,[C;+0:3]=[C;+0:1]-[C;+0:2]>>O=[C;+0:1]-[C;+0:2].[C;+0:3]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,"[(1, 3)]","{1: 0, 2: 0, 3: 0}"
603,CN>>C-C-C-C-O-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>C-C-C-C-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
604,O>>C-C(-C)(-C)-C(=O)-[O;+0:1],[O;+0:1]>>C-C(-C)(-C)-C(=O)-[O;+0:1],[1],{1: -1}
605,C[SnH]>>Br-[c;+0:1].C-[Sn](-C)(-C)-[Sn;+0:2],[Sn;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-[Sn](-C)(-C)-[Sn;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
606,CN>>F-[C;+0:1].[N;-1:2],[C;+0:1]-[N;+0:2]>>F-[C;+0:1].[N;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
607,CC>>Br-[C;+0:1].C-O-N(-C)-[C;+0:2],[C;+0:1]-[C;+0:2]>>Br-[C;+0:1].C-O-N(-C)-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
608,c1cnsc1>>[N;+0:1]-[C;+0:2]=[C;+0:3]-[C;+0:4]=[S;+0:5],[n;+0:1]1:[c;+0:2]:[c;+0:3]:[c;+0:4]:[s;+0:5]:1>>[N;+0:1]-[C;+0:2]=[C;+0:3]-[C;+0:4]=[S;+0:5],"[(1, 5)]","{2: 0, 1: 2, 5: 0, 4: 0, 3: 0}"
609,CN>>C-C-O-[C;+0:1].[n;+0:2],[C;+0:1]-[n;+0:2]>>C-C-O-[C;+0:1].[n;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
610,CCN>>[C@;+0:1]-[C;+0:2]-[O-].[N;+0:3],[C;+0:1]-[C;+0:2]-[N;+0:3]>>[C@;+0:1]-[C;+0:2]-[O-].[N;+0:3],"[(2, 3)]","{3: 1, 2: 0, 1: 0}"
611,CN>>Cl-[C@@;+0:1].[n;+0:2],[C;+0:1]-[n;+0:2]>>Cl-[C@@;+0:1].[n;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
612,CO>>C-C(=O)-[O;+0:1]-[C;+0:2],[C;+0:2]-[O;+0:1]>>C-C(=O)-[O;+0:1]-[C;+0:2],[1],"{1: -1, 2: 0}"
613,CO>>C-C(-C)(-C)-[Si](-C)(-C)-[O;+0:1]-[C@@;+0:2],[C;+0:2]-[O;+0:1]>>C-C(-C)(-C)-[Si](-C)(-C)-[O;+0:1]-[C@@;+0:2],[1],"{1: -1, 2: 0}"
614,BC>>C-C1(-C)-O-B(-[B;+0:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:2],[B;+0:1]-[c;+0:2]>>C-C1(-C)-O-B(-[B;+0:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
615,C[SnH]>>Br-[c;+0:1].C-C-C-C-[Sn](-[Sn;+0:2])(-C-C-C-C)-C-C-C-C,[Sn;+0:2]-[c;+0:1]>>Br-[c;+0:1].C-C-C-C-[Sn](-[Sn;+0:2])(-C-C-C-C)-C-C-C-C,"[(1, 2)]","{1: 0, 2: 0}"
616,CCOC>>Br-[C;+0:1].[C;+0:2]-[C;+0:3]-[O;+0:4],[C;+0:1]-[O;+0:4]-[C;+0:3]-[C;+0:2]>>Br-[C;+0:1].[C;+0:2]-[C;+0:3]-[O;+0:4],"[(1, 4)]","{1: 0, 4: 1, 3: 0, 2: 0}"
617,C[CH](O)[CH](C)N>>O=[C;+0:1](-[C;+0:2])-[C;+0:3](-[C;+0:4])-[O;+0:5].[N;+0:6],[C;+0:4]-[C;+0:1](-[O;+0:5])-[C;+0:3](-[C;+0:2])-[N;+0:6]>>O=[C;+0:1](-[C;+0:2])-[C;+0:3](-[C;+0:4])-[O;+0:5].[N;+0:6],"[(1, 4), (1, 5), (3, 6), (2, 3)]","{1: -1, 4: 0, 3: 0, 6: 1, 2: 0, 5: 0}"
618,CC>>C-C(-C)-O-B(-[c;+0:1])-O-C(-C)-C.I-[c;+0:2],[c;+0:2]-[c;+0:1]>>C-C(-C)-O-B(-[c;+0:1])-O-C(-C)-C.I-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
619,CN>>C-C(=C)-C(=O)-O-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>C-C(=C)-C(=O)-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
620,CO>>C-S(=O)(=O)-O-[C@;+0:1].[O;+0:2],[C;+0:1]-[O;+0:2]>>C-S(=O)(=O)-O-[C@;+0:1].[O;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
621,C1=CCCCC1>>[C;+0:1]=[C;+0:2].[C;+0:3]=[C;+0:4]/[C;+0:5]=[C;+0:6],[C;+0:1]1-[C;+0:2]=[C;+0:3]-[C;+0:4]-[C;+0:5]-[C;+0:6]-1>>[C;+0:1]=[C;+0:2].[C;+0:3]=[C;+0:4]/[C;+0:5]=[C;+0:6],"[(2, 3), (1, 6)]","{3: 0, 4: 0, 5: 0, 6: 0, 1: 0, 2: 0}"
622,Br>>C-C(=O)-[Br;+0:1],[Br;+0:1]>>C-C(=O)-[Br;+0:1],[1],{1: -1}
623,[CH2]:N:[O]>>C-C(=O)-O/[N;+0:1]=[C;+0:2].[O;+0:3],[c;+0:2]:[n;+0:1]:[o;+0:3]>>C-C(=O)-O/[N;+0:1]=[C;+0:2].[O;+0:3],"[(1, 3)]","{1: 0, 2: 0, 3: 1}"
624,C=O>>Br-[C;+0:1].C-[N+](-C)(-C)-[O;-1:2],[C;+0:1]=[O;+0:2]>>Br-[C;+0:1].C-[N+](-C)(-C)-[O;-1:2],"[(1, 2)]","{1: 1, 2: 0}"
625,CO>>[C;+0:1]-[O;+0:2]-C1-C-C-C-C-O-1,[C;+0:1]-[O;+0:2]>>[C;+0:1]-[O;+0:2]-C1-C-C-C-C-O-1,[2],"{2: -1, 1: 0}"
626,CCN>>[C;+0:1]-[C;+0:2]=[N;+0:3],[C;+0:1]-[C;+0:2]-[N;+0:3]>>[C;+0:1]-[C;+0:2]=[N;+0:3],"[(2, 3)]","{1: 0, 2: -1, 3: -1}"
627,CCCN>>O-[C;+0:1]-[C@;+0:2]-[C@;+0:3].[N;+0:4],[C;+0:3]-[C;+0:2]-[C;+0:1]-[N;+0:4]>>O-[C;+0:1]-[C@;+0:2]-[C@;+0:3].[N;+0:4],"[(1, 4)]","{1: 0, 2: 0, 3: 0, 4: 1}"
628,CC>>Br-[C;+0:1].Br-[C;+0:2],[C;+0:1]-[C;+0:2]>>Br-[C;+0:1].Br-[C;+0:2],"[(1, 2)]","{2: 0, 1: 0}"
629,C=CCO>>C-C(=O)-[O;+0:1]-[C;+0:2]-[C;+0:3].O=[C;+0:4],[C;+0:4]=[C;+0:3]-[C;+0:2]-[O;+0:1]>>C-C(=O)-[O;+0:1]-[C;+0:2]-[C;+0:3].O=[C;+0:4],"[1, (3, 4)]","{1: -1, 2: 0, 3: 2, 4: 0}"
630,[O-]S>>Cl-[S;+0:1]=[O;+0:2],[S;+0:1]-[O;-1:2]>>Cl-[S;+0:1]=[O;+0:2],"[(2, 1)]","{1: 0, 2: 0}"
631,CCO>>Br-[C@;+0:1].[C;+0:2]=[O;+0:3],[C;+0:1]-[C;+0:2]-[O;+0:3]>>Br-[C@;+0:1].[C;+0:2]=[O;+0:3],"[(1, 2)]","{1: 0, 2: 0, 3: -1}"
632,O>>C-C(=O)-O-[C@H](-C(=O)-[O;+0:1])-c1:c:c:c:c:c:1,[O;+0:1]>>C-C(=O)-O-[C@H](-C(=O)-[O;+0:1])-c1:c:c:c:c:c:1,[1],{1: -1}
633,[CH2]:C:C:C(:[NH])O>>O=[C;+0:1]-[C;+0:2]-[C;+0:3](-[N;+0:4])=[O;+0:5].[c;+0:6],[O;+0:5]-[c;+0:3](:[n;+0:4]):[c;+0:2]:[c;+0:1]:[c;+0:6]>>O=[C;+0:1]-[C;+0:2]-[C;+0:3](-[N;+0:4])=[O;+0:5].[c;+0:6],"[(1, 6)]","{1: 0, 2: 1, 3: 0, 5: -1, 4: 1, 6: 1}"
634,O>>Cl-c1:c:c:c(-c2:n:c3:c:c:c:n:c:3:n:2-C-C(=O)-[O;+0:1]):c:c:1-Cl,[O;+0:1]>>Cl-c1:c:c:c(-c2:n:c3:c:c:c:n:c:3:n:2-C-C(=O)-[O;+0:1]):c:c:1-Cl,[1],{1: -1}
635,N[CH]1CC[C]2(O)[CH]3CC=C[C]2(CCN3)C1>>O=[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C@@;+0:4]2(-[O;+0:5])-[C@@;+0:6]3-[C;+0:7]-[c;+0:8]:[c;+0:9]-[C@@;+0:10]-2(-[C;+0:11]-[C;+0:12]-[N;+0:13]-3)-[C@;+0:14]-1.[N;+0:15],[N;+0:15]-[C;+0:6]1-[C;+0:7]-[C;+0:11]-[C;+0:10]2(-[O;+0:5])-[C;+0:1]3-[C;+0:2]-[c;+0:8]:[c;+0:9]-[C;+0:4]-2(-[C;+0:3]-[C;+0:12]-[N;+0:13]-3)-[C;+0:14]-1>>O=[C;+0:1]1-[C;+0:2]-[C;+0:3]-[C@@;+0:4]2(-[O;+0:5])-[C@@;+0:6]3-[C;+0:7]-[c;+0:8]:[c;+0:9]-[C@@;+0:10]-2(-[C;+0:11]-[C;+0:12]-[N;+0:13]-3)-[C@;+0:14]-1.[N;+0:15],"[(1, 10), (1, 13), (10, 5), (7, 11), (6, 15), (6, 14), (4, 14), (4, 9), (3, 12), (2, 8)]","{1: -1, 10: 0, 5: 0, 11: 0, 7: 0, 6: 0, 15: 1, 14: 0, 4: 0, 3: 0, 12: 0, 13: 0, 9: 0, 8: 0, 2: 0}"
636,CC>>C-C-O-[C;+0:1].[C;+0:2],[C;+0:1]-[C;+0:2]>>C-C-O-[C;+0:1].[C;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
637,CC>>Cl-[C;+0:1].I-[Zn]-[c;+0:2],[C;+0:1]-[c;+0:2]>>Cl-[C;+0:1].I-[Zn]-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
638,CCN>>I-[C;+0:1]-[C;+0:2].[N;+0:3],[C;+0:2]-[C;+0:1]-[N;+0:3]>>I-[C;+0:1]-[C;+0:2].[N;+0:3],"[(1, 3)]","{1: 0, 2: 0, 3: 1}"
639,CN>>Br-[C;+0:1].[n;-1:2],[C;+0:1]-[n;+0:2]>>Br-[C;+0:1].[n;-1:2],"[(1, 2)]","{1: 0, 2: 0}"
640,COC>>Br-[C;+0:1].[C;+0:2]-[O;+0:3],[C;+0:1]-[O;+0:3]-[C;+0:2]>>Br-[C;+0:1].[C;+0:2]-[O;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 0}"
641,CO>>C-C(-C)(-C)-[Si](-C)(-C)-[O;+0:1]-[C;+0:2],[C;+0:2]-[O;+0:1]>>C-C(-C)(-C)-[Si](-C)(-C)-[O;+0:1]-[C;+0:2],[1],"{1: -1, 2: 0}"
642,[NH3+][O-]>>C-C(=O)-O-[O;+0:1].[n;+0:2],[O;-1:1]-[n;+1:2]>>C-C(=O)-O-[O;+0:1].[n;+0:2],"[(2, 1)]","{1: 1, 2: 0}"
643,NC(N)=S>>[N;+0:1].[N;+0:2]#[C;+0:3]-[S;-1:4],[N;+0:2]-[C;+0:3](-[N;+0:1])=[S;+0:4]>>[N;+0:1].[N;+0:2]#[C;+0:3]-[S;-1:4],"[(3, 1)]","{1: 1, 3: 0, 2: -2, 4: 0}"
644,CCCCN>>O-[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4].[N;+0:5],[C;+0:4]-[C;+0:3]-[C;+0:2]-[C;+0:1]-[N;+0:5]>>O-[C;+0:1]-[C;+0:2]-[C;+0:3]-[C;+0:4].[N;+0:5],"[(1, 5)]","{1: 0, 2: 0, 3: 0, 4: 0, 5: 1}"
645,O>>C-S(=O)(=O)-[O;+0:1],[O;+0:1]>>C-S(=O)(=O)-[O;+0:1],[1],{1: -1}
646,CC>>Br-[c;+0:1].[Zn+]-[c;+0:2],[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].[Zn+]-[c;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
647,CN>>C-C-C-C-C-C(=O)-O-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>C-C-C-C-C-C(=O)-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
648,CC>>F-[c;+0:1].[C;+0:2]-[Mg+],[c;+0:1]-[C;+0:2]>>F-[c;+0:1].[C;+0:2]-[Mg+],"[(1, 2)]","{1: 0, 2: 0}"
649,CNC>>Cl-[c;+0:1].[C;+0:2]-[N;+0:3],[c;+0:1]-[N;+0:3]-[C;+0:2]>>Cl-[c;+0:1].[C;+0:2]-[N;+0:3],"[(1, 3)]","{1: 0, 3: 1, 2: 0}"
650,[c;+0:1]1:[c;+0:2]:[n;+0:3]:[n;+0:4]:[n;+0:5]:1>>[C;+0:1]#[C;+0:2].[N;-1:3]=[N;+1:4]=[N;-1:5],[c;+0:1]1:[c;+0:2]:[n;+0:3]:[n;+0:4]:[n;+0:5]:1>>[C;+0:1]#[C;+0:2].[N;-1:3]=[N;+1:4]=[N;-1:5],"[(1, 5), (2, 3)]","{1: 0, 2: 0, 3: 0, 4: 0, 5: -1}"
651,BC>>C-C1(-C)-O-B(-[B;+0:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:2],[B;+0:1]-[C;+0:2]>>C-C1(-C)-O-B(-[B;+0:1])-O-C-1(-C)-C.F-C(-F)(-F)-S(=O)(=O)-O-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
652,CC>>Br-[c;+0:1].O=C(-[O-])-C1-C=C-O-B(-[c;+0:2])-O-1,[c;+0:1]-[c;+0:2]>>Br-[c;+0:1].O=C(-[O-])-C1-C=C-O-B(-[c;+0:2])-O-1,"[(1, 2)]","{1: 0, 2: 0}"
653,[CH2]:N:[CH2]>>Cl-[c;+0:1].[C;+0:2]=[N;+0:3],[c;+0:1]:[n;+0:3]:[c;+0:2]>>Cl-[c;+0:1].[C;+0:2]=[N;+0:3],"[(1, 3)]","{1: 0, 2: 0, 3: 1}"
654,C=COP=O>>C-C-[O;+0:1]-[P;+0:2].Cl-[C;+0:3]-[C;+0:4]=[O;+0:5],[O;+0:1]=[P;+0:2]-[O;+0:5]-[C;+0:4]=[C;+0:3]>>C-C-[O;+0:1]-[P;+0:2].Cl-[C;+0:3]-[C;+0:4]=[O;+0:5],"[(5, 2)]","{1: 0, 2: 0, 5: 0, 4: 0, 3: 0}"
655,CC>>C-[Si](-C)(-C)-[c;+0:1].Cl-[C;+0:2],[C;+0:2]-[c;+0:1]>>C-[Si](-C)(-C)-[c;+0:1].Cl-[C;+0:2],"[(1, 2)]","{1: 0, 2: 0}"
656,CCCOC>>Br-[C;+0:1].[C;+0:2]-[C;+0:3]-[C;+0:4]-[O;+0:5],[C;+0:1]-[O;+0:5]-[C;+0:4]-[C;+0:3]-[C;+0:2]>>Br-[C;+0:1].[C;+0:2]-[C;+0:3]-[C;+0:4]-[O;+0:5],"[(1, 5)]","{1: 0, 5: 1, 4: 0, 3: 0, 2: 0}"
657,CN>>O=C(-O-[C;+0:1])-C1-C-C-1.[N;+0:2],[C;+0:1]-[N;+0:2]>>O=C(-O-[C;+0:1])-C1-C-C-1.[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
658,CN>>C-C(-C)(-C-O-[C;+0:1])-N-S(=O)(=O)-C(-F)(-F)-F.[N;+0:2],[C;+0:1]-[N;+0:2]>>C-C(-C)(-C-O-[C;+0:1])-N-S(=O)(=O)-C(-F)(-F)-F.[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
659,CN>>Br-C-C(=O)-O-[C;+0:1].[N;+0:2],[C;+0:1]-[N;+0:2]>>Br-C-C(=O)-O-[C;+0:1].[N;+0:2],"[(1, 2)]","{1: 0, 2: 1}"
660,CC>>Br-[c;+0:1].C=C-B1-O-B(-[C;+0:2])-O-B(-C=C)-O-1,[C;+0:2]-[c;+0:1]>>Br-[c;+0:1].C=C-B1-O-B(-[C;+0:2])-O-B(-C=C)-O-1,"[(1, 2)]","{1: 0, 2: 0}"
661,[CH2]:N:C:[NH]>>C-C-O-[C;+0:1].[N;+0:2]=[C;+0:3]\[N;+0:4],[c;+0:1]:[n;+0:4]:[c;+0:3]:[n;+0:2]>>C-C-O-[C;+0:1].[N;+0:2]=[C;+0:3]\[N;+0:4],"[(1, 4)]","{1: 0, 2: 0, 3: 0, 4: 1}"
662,[CH2]:C:[SH]:[CH2]>>Cl-[c;+0:1].[C;+0:2]=[C;+0:3]-[S;+0:4],[c;+0:1]:[s;+0:4]:[c;+0:3]:[c;+0:2]>>Cl-[c;+0:1].[C;+0:2]=[C;+0:3]-[S;+0:4],"[(1, 4)]","{1: 0, 2: 0, 3: 0, 4: 1}"
663,CCN>>Br-[C;+0:1]-[C;+0:2].[n;+0:3],[C;+0:2]-[C;+0:1]-[n;+0:3]>>Br-[C;+0:1]-[C;+0:2].[n;+0:3],"[(1, 3)]","{1: 0, 2: 0, 3: 1}"
